unit_id,granularity,poem_id,source_poetry_id,poet_id,作者,作者规范,题目,source,line_index,line_length_guess,text,embedding_text,embedding_chars,candidate_ngram,candidate_source,row_id,best_similarity,六帖卷,六帖部类,六帖部类序号,六帖部类附名,六帖词条,六帖注文,六帖解析注文,注文類型规范,注文计算策略,line_high_count_in_poem
74,poem_from_line,580,581,39,佚名,佚名,郊庙歌辞。享太庙乐章。文舞,Ethan-do0707/tang_poetry,5,5,克配彼天,克配彼天,4,克配彼,leishu_3gram,25234,0.867681,二十,郊天,十三,,思文后稷,克配彼天。,克配彼天。,对仗,parallel_note_focused,1
75,poem_from_line,583,584,39,佚名,佚名,郊庙歌辞。享太庙乐章。大政舞,Ethan-do0707/tang_poetry,7,5,成天下君,成天下君,4,成天下,leishu_3gram,11850,0.652331,八 （凡七十九門 內二十六門附）,勤,四十三,,成天下之亹亹,亹亹猶勉也。勤學意。,亹亹猶勉也。勤學意。,解释文意,weighted_channels,0
76,poem_from_line,592,593,39,佚名,佚名,郊庙歌辞。享太庙乐章。凯安四章,Ethan-do0707/tang_poetry,28,5,戢兵天下安,戢兵天下安,5,天下安,leishu_3gram,9678,0.654963,七,志節,十三,,埽天下之心,《後漢》：陳蕃仲舉室有糞不除，薛勤曰：「孺子何不埽洒。」荅曰：「丈夫當埽天下，安能事一室乎？勤曰大奇哉。」,《後漢》：陳蕃仲舉室有糞不除，薛勤曰：「孺子何不埽洒。」荅曰：「丈夫當埽天下，安能事一室乎？勤曰大奇哉。」,出处典籍；出处原文,weighted_channels_with_book_title_stats,0
77,poem_from_line,605,606,39,佚名,佚名,郊庙歌辞。享太庙乐章。咸宁舞,Ethan-do0707/tang_poetry,1,5,惟帝之光,惟帝之光,4,惟帝之,leishu_3gram,19369,0.636745,十四,功,二十七,,惟帝念功,,,,weighted_channels_untyped_fallback,0
78,poem_from_line,615,616,39,佚名,佚名,郊庙歌辞。太清宫乐章。登歌,Ethan-do0707/tang_poetry,7,5,降福穰穰,降福穰穰,4,降福穰,leishu_3gram,31281,0.97074,二十七,禍福,三,,降福穰穰,,,,weighted_channels_untyped_fallback,2
79,poem_from_line,616,617,39,佚名,佚名,郊庙歌辞。太清宫乐章。真和,Ethan-do0707/tang_poetry,7,5,无思不服,无思不服,4,思不服,leishu_3gram,30645,0.701089,二十六,死喪,三十三,,無服,孔子喪門人疑所服。子貢曰：「昔者夫子之喪顏回，若喪子而無服；喪子路亦然，請喪夫子若喪父而無服。,孔子喪門人疑所服。子貢曰：「昔者夫子之喪顏回，若喪子而無服；喪子路亦然，請喪夫子若喪父而無服。,出处原文,weighted_channels,0
80,poem_from_line,620,621,39,佚名,佚名,郊庙歌辞。德明兴圣庙乐章。德明酌献,Ethan-do0707/tang_poetry,6,5,谟明之德,谟明之德,4,明之德,leishu_3gram,11371,0.694534,八 （凡七十九門 內二十六門附）,德,二十七,,德明惟明,,,,weighted_channels_untyped_fallback,0
81,poem_from_line,630,631,39,佚名,佚名,郊庙歌辞。仪坤庙乐章。坤贞,Ethan-do0707/tang_poetry,14,7,实受其福,实受其福,4,受其福,leishu_3gram,12378,0.628329,九,言語,一,,至言,實也。,實也。,解释文意；对仗,parallel_note_focused,0
82,poem_from_line,633,634,77,刘子玄,刘子玄,郊庙歌辞。仪坤庙乐章。安和,Ethan-do0707/tang_poetry,3,5,七德武功成,七德武功成,5,武功成,leishu_3gram,30245,0.720058,二十六,武,十五,,武有七德,禁暴、戢兵、安民、和眾、保大、定功，豐財。,禁暴、戢兵、安民、和眾、保大、定功，豐財。,解释文意,weighted_channels,0
83,poem_from_line,642,643,39,佚名,佚名,郊庙歌辞。昭德皇后庙乐章。寿和,Ethan-do0707/tang_poetry,0,7,工祝致告,工祝致告,4,工祝致,leishu_3gram,25740,0.962769,二十,祝史,三十八,,工祝致告,,,,weighted_channels_untyped_fallback,1
84,poem_from_line,644,645,39,佚名,佚名,郊庙歌辞。昭德皇后庙乐章。凯安,Ethan-do0707/tang_poetry,4,5,承天厚载均,承天厚载均,5,承天厚,leishu_3gram,99,0.674652,一,地,二,,厚德載物,,,,weighted_channels_untyped_fallback,0
85,poem_from_line,647,648,80,李舒,李舒,郊庙歌辞。让皇帝庙乐章。迎神,Ethan-do0707/tang_poetry,4,5,爰命有司,爰命有司,4,命有司,leishu_3gram,1606,0.817422,一,秋,三十,九月,命有司嘗,嘗群神也。,嘗群神也。,解释文意,weighted_channels,1
86,poem_from_line,679,680,84,崔邠,崔邠,郊庙歌辞。享文敬太子庙乐章。亚献终献,Ethan-do0707/tang_poetry,2,5,入室僾如在,入室僾如在,5,入室僾,leishu_3gram,1600,0.73605,一,秋,三十,九月,入室,命有司寒氣摠至，人力不堪，其皆入室。注云：霜降清風戒寒，所以令人入室。,命有司寒氣摠至，人力不堪，其皆入室。注云：霜降清風戒寒，所以令人入室。,出处原文；解释文意,weighted_channels,0
87,poem_from_line,681,682,85,归登,归登,郊庙歌辞。享惠昭太子庙乐章。请神,Ethan-do0707/tang_poetry,1,5,祀事孔明,祀事孔明,4,祀事孔,leishu_3gram,24921,0.972149,二十,祭祀,一,,祀事孔明,,,,weighted_channels_untyped_fallback,1
88,poem_from_line,699,700,91,赵光逢,赵光逢,郊庙歌辞。梁郊祀乐章。庆和,Ethan-do0707/tang_poetry,35,5,禋于六宗,禋于六宗,4,禋于六,leishu_3gram,25493,0.869655,二十,祭星,二十三,,禋于六宗,孔安國曰：四時也。寒暑也，日也，月也，星辰也，水旱也。,孔安國曰：四時也。寒暑也，日也，月也，星辰也，水旱也。,出处原文；解释文意,weighted_channels,1
89,poem_from_line,700,701,39,佚名,佚名,郊庙歌辞。梁郊祀乐章。庆顺,Ethan-do0707/tang_poetry,3,5,穆穆皇仪,穆穆皇仪,4,穆穆皇,leishu_3gram,12355,0.697065,九,言語,一,,穆穆皇皇,言語之美。,言語之美。,解释文意,weighted_channels,0
90,poem_from_line,701,702,39,佚名,佚名,郊庙歌辞。梁郊祀乐章。庆平,Ethan-do0707/tang_poetry,1,5,帝德惟馨,帝德惟馨,4,德惟馨,leishu_3gram,11332,0.814667,八 （凡七十九門 內二十六門附）,德,二十七,,明德惟馨,,,,weighted_channels_untyped_fallback,2
91,poem_from_line,702,703,92,张衮,张衮,郊庙歌辞。梁郊祀乐章。庆肃,Ethan-do0707/tang_poetry,1,5,黍稷非馨,黍稷非馨,4,黍稷非,leishu_3gram,25348,0.977369,二十,黍稷,十七,,黍稷非馨,,,,weighted_channels_untyped_fallback,2
92,poem_from_line,714,715,39,佚名,佚名,郊庙歌辞。周郊祀乐章。福顺乐,Ethan-do0707/tang_poetry,0,5,上天垂景贶,上天垂景贶,5,上天垂,leishu_3gram,402,0.68422,一,星,五,,天垂象,,,,weighted_channels_untyped_fallback,0
93,poem_from_line,721,722,39,佚名,佚名,郊庙歌辞。梁太庙乐舞辞。登歌,Ethan-do0707/tang_poetry,3,5,静以文德,静以文德,4,以文德,leishu_3gram,11299,0.763141,八 （凡七十九門 內二十六門附）,德,二十七,,君子以懿文德,,,,weighted_channels_untyped_fallback,2
94,poem_from_line,724,725,39,佚名,佚名,郊庙歌辞。梁太庙乐舞辞。来仪舞,Ethan-do0707/tang_poetry,7,5,祚我生民,祚我生民,4,我生民,leishu_3gram,16246,0.640774,十二,安人得人心,九,,以紓吾民。,,,,weighted_channels_untyped_fallback,0
95,poem_from_line,725,726,39,佚名,佚名,郊庙歌辞。梁太庙乐舞辞。昭德舞,Ethan-do0707/tang_poetry,4,5,奄有四海,奄有四海,4,有四海,leishu_3gram,2929,0.780274,二,海,三十九,,四海,七戎六蠻，九夷八狄。形類不同。摠而言，謂之四海，言皆近於海。,七戎六蠻，九夷八狄。形類不同。摠而言，謂之四海，言皆近於海。,出处原文；解释文意,weighted_channels,1
96,poem_from_line,726,727,39,佚名,佚名,郊庙歌辞。梁太庙乐舞辞。饮福,Ethan-do0707/tang_poetry,3,7,自天降福千万龄,自天降福千万龄,7,自天降,leishu_3gram,24951,0.654312,二十,祭祀,一,,仰得一之靈,降時萬之福。,降時萬之福。,对仗,parallel_note_focused,0
97,poem_from_line,727,728,39,佚名,佚名,郊庙歌辞。梁太庙乐舞辞。撤豆,Ethan-do0707/tang_poetry,2,5,明星有烂,明星有烂,4,明星有,leishu_3gram,406,0.692959,一,星,五,,子興視夜明星有爛,,,,weighted_channels_untyped_fallback,0
98,poem_from_line,728,729,39,佚名,佚名,郊庙歌辞。梁太庙乐舞辞。送神,Ethan-do0707/tang_poetry,2,5,黍稷非馨,黍稷非馨,4,黍稷非,leishu_3gram,25348,0.977369,二十,黍稷,十七,,黍稷非馨,,,,weighted_channels_untyped_fallback,1
99,poem_from_line,730,731,39,佚名,佚名,郊庙歌辞。后唐宗庙乐舞辞。文明舞,Ethan-do0707/tang_poetry,4,5,信及豚鱼,信及豚鱼,4,信及豚,leishu_3gram,34482,0.870291,二十九,豬,六十六,,信及豚魚,《易．中孚》卦。妖《傳》：齊侯田于貝丘，見大豕，人立。從者曰：「彭生也。公怒射之，豕人立而啼。公乃懼之。,《易．中孚》卦。妖《傳》：齊侯田于貝丘，見大豕，人立。從者曰：「彭生也。公怒射之，豕人立而啼。公乃懼之。,出处典籍；出处原文,weighted_channels_with_book_title_stats,1
100,poem_from_line,731,732,39,佚名,佚名,郊庙歌辞。后唐宗庙乐舞辞。应天舞,Ethan-do0707/tang_poetry,5,5,惟德是辅,惟德是辅,4,惟德是,leishu_3gram,11303,0.881961,八 （凡七十九門 內二十六門附）,德,二十七,,皇天無親，,惟德是輔。,惟德是輔。,对仗,parallel_note_focused,1
101,poem_from_line,733,734,39,佚名,佚名,郊庙歌辞。后唐宗庙乐舞辞。武成舞,Ethan-do0707/tang_poetry,3,5,却日重光,却日重光,4,日重光,leishu_3gram,278,0.767713,一,日,三,慶瑞,重光,崔豹《古今注》曰：「漢明帝作太子樂，八歌四章，以贊太子，一曰日重光。」,崔豹《古今注》曰：「漢明帝作太子樂，八歌四章，以贊太子，一曰日重光。」,出处典籍；出处原文,weighted_channels_with_book_title_stats,1
102,poem_from_line,734,735,39,佚名,佚名,郊庙歌辞。后唐宗庙乐舞辞。雍熙舞,Ethan-do0707/tang_poetry,5,5,百度惟贞,百度惟贞,4,百度惟,leishu_3gram,14640,0.825569,十一,帝德,一,,百度惟貞。,,,,weighted_channels_untyped_fallback,1
103,poem_from_line,737,738,39,佚名,佚名,郊庙歌辞。汉宗庙乐舞辞。积善舞,Ethan-do0707/tang_poetry,14,7,滔滔不竭,滔滔不竭,4,滔滔不,leishu_3gram,2719,0.754492,二,水,三十三,水災,浩浩滔天,言漫天也。,言漫天也。,解释文意,weighted_channels,1
104,poem_from_line,743,744,39,佚名,佚名,郊庙歌辞。周宗庙乐舞辞。肃雍舞,Ethan-do0707/tang_poetry,12,7,以妥以侑,以妥以侑,4,以妥以,leishu_3gram,25074,0.907102,二十,侑,六,,以妥以侑,《詩》。,《詩》。,出处典籍；出处原文,weighted_channels_with_book_title_stats,2
105,poem_from_line,747,748,39,佚名,佚名,郊庙歌辞。周宗庙乐舞辞。明德舞,Ethan-do0707/tang_poetry,14,7,工祝致告,工祝致告,4,工祝致,leishu_3gram,25740,0.962769,二十,祝史,三十八,,工祝致告,,,,weighted_channels_untyped_fallback,3
106,poem_from_line,749,750,39,佚名,佚名,郊庙歌辞。周宗庙乐舞辞。禋顺,Ethan-do0707/tang_poetry,0,5,旨酒既献,旨酒既献,4,旨酒既,leishu_3gram,14967,0.81821,十一,御宴,十,,我肴,旨酒,旨酒,对仗,parallel_note_focused,1
107,poem_from_line,755,756,39,佚名,佚名,郊庙歌辞。晋朝飨乐章。初举酒文同乐,Ethan-do0707/tang_poetry,6,5,一人有庆,一人有庆,4,一人有,leishu_3gram,14448,0.677517,十,慶賀,二十七,,相慶,,,,weighted_channels_untyped_fallback,0
108,poem_from_line,759,760,39,佚名,佚名,郊庙歌辞。晋朝飨乐章。群臣酒行歌,Ethan-do0707/tang_poetry,4,5,一德君臣合,一德君臣合,5,君臣合,leishu_3gram,10846,0.698905,八 （凡七十九門 內二十六門附）,不忠,十八,,臣一主二姧以,事君,事君,补足下文,headword_note_combined,0
109,poem_from_line,767,768,39,佚名,佚名,郊庙歌辞。晋昭德成功舞歌。昭德舞歌二首,Ethan-do0707/tang_poetry,0,5,圣代修文德,圣代修文德,5,修文德,leishu_3gram,30267,0.626507,二十六,文武相須,十六,,立武,修文。,修文。,对仗,parallel_note_focused,0
110,poem_from_line,768,769,39,佚名,佚名,郊庙歌辞。晋昭德成功舞歌。武功舞歌二首,Ethan-do0707/tang_poetry,12,5,既已櫜弓矢,既已櫜弓矢,5,櫜弓矢,leishu_3gram,30028,0.805092,二十五,射,五,○善射,弓矢既調,,,,weighted_channels_untyped_fallback,1
111,poem_from_line,771,772,96,卢照邻,卢照邻,乐府杂曲。鼓吹曲辞。上之回,Ethan-do0707/tang_poetry,0,5,回中道路险,回中道路险,5,回中道,leishu_3gram,4073,0.749436,三,道路,五,,回中道,武帝通回中道。,武帝通回中道。,出处原文,weighted_channels,1
112,poem_from_line,772,773,97,李白,李白,乐府杂曲。鼓吹曲辞。上之回,Ethan-do0707/tang_poetry,0,5,三十六离宫,三十六离宫,5,三十六,leishu_3gram,15399,0.758462,十一,宮殿,二十,,便殿,離宫,離宫,对仗,parallel_note_focused,1
113,poem_from_line,775,776,97,李白,李白,乐府杂曲。鼓吹曲辞。战城南,Ethan-do0707/tang_poetry,19,7,圣人不得已而用之,圣人不得已而用之,8,人不得,leishu_3gram,10165,0.696386,七,寢,二十二,,聖人之責,宰予。,宰予。,补足下文,headword_note_combined,0
114,poem_from_line,777,778,99,贯休,贯休,乐府杂曲。鼓吹曲辞。战城南二首,Ethan-do0707/tang_poetry,16,5,十载不封侯,十载不封侯,5,不封侯,leishu_3gram,17425,0.696941,十二,棄賢,七十二,,十年不調。,馬融季長為校書郎於東觀十年不得調因兄子䘮自劾歸也,馬融季長為校書郎於東觀十年不得調因兄子䘮自劾歸也,解释文意,weighted_channels,0
115,poem_from_line,786,787,106,孟郊,孟郊,乐府杂曲。鼓吹曲辞。巫山高二首,Ethan-do0707/tang_poetry,5,5,行云飞去明星稀,行云飞去明星稀,7,明星稀,leishu_3gram,33180,0.492964,二十九,烏,十三,,月明星稀，烏鵲南飛，繞樹三匝，何枝可依？,《選》。,《選》。,出处典籍,book_title_stats_only_weighted_fallback,0
116,poem_from_line,787,788,95,李贺,李贺,乐府杂曲。鼓吹曲辞。巫山高,Ethan-do0707/tang_poetry,5,5,瑶姬一去一千年,瑶姬一去一千年,7,一千年,leishu_3gram,2521,0.616153,二,丘,二十四,,千年,《拾遺》：丹丘千年，一燒至聖之，君以為大瑞。,《拾遺》：丹丘千年，一燒至聖之，君以為大瑞。,出处典籍；出处原文,weighted_channels_with_book_title_stats,0
117,poem_from_line,788,789,107,齐己,齐己,乐府杂曲。鼓吹曲辞。巫山高,Ethan-do0707/tang_poetry,8,5,不知今古行人行,不知今古行人行,7,不知今,leishu_3gram,13871,0.681668,十,行旅,四,,人生天地間，忽如遠行客,《古詩》,《古詩》,出处典籍；出处原文,weighted_channels_with_book_title_stats,0
118,poem_from_line,790,791,108,元稹,元稹,乐府杂曲。鼓吹曲辞。将进酒,Ethan-do0707/tang_poetry,3,7,言之主父伤主母,言之主父伤主母,7,之主父,leishu_3gram,10690,0.671916,八 （凡七十九門 內二十六門附）,不孝,九,,此父子之䟽節也,言非至孝也,言非至孝也,解释文意,weighted_channels,0
119,poem_from_line,792,793,97,李白,李白,乐府杂曲。鼓吹曲辞。君马黄,Ethan-do0707/tang_poetry,8,5,各有千金裘,各有千金裘,5,有千金,leishu_3gram,5508,0.722269,四,裘,二,奢麗,千金狐腋,王褒《講德論》曰：「千金之裘，非一狐之腋。,王褒《講德論》曰：「千金之裘，非一狐之腋。,出处典籍；出处原文,weighted_channels_with_book_title_stats,0
120,poem_from_line,798,799,110,罗隐,罗隐,乐府杂曲。鼓吹曲辞。芳树,Ethan-do0707/tang_poetry,13,5,力可以止,力可以止,4,可以止,leishu_3gram,16917,0.707701,十二,未能為政,四十八,,不能者止。,,,,weighted_channels_untyped_fallback,0
121,poem_from_line,800,801,97,李白,李白,乐府杂曲。鼓吹曲辞。有所思,Ethan-do0707/tang_poetry,1,5,乃在碧海之东隅,乃在碧海之东隅,7,在碧海,leishu_3gram,2926,0.728635,二,海,三十九,,碧海,《十洲記》曰：「扶桑在碧海之中，地一面萬里，太帝之宮，太真東主，君所治處。,《十洲記》曰：「扶桑在碧海之中，地一面萬里，太帝之宮，太真東主，君所治處。,出处典籍；出处原文,weighted_channels_with_book_title_stats,0
122,poem_from_line,802,803,111,卢仝,卢仝,乐府杂曲。鼓吹曲辞。有所思,Ethan-do0707/tang_poetry,16,5,美人兮美人,美人兮美人,5,美人兮,leishu_3gram,9081,0.876528,七,美婦人,四,,彼美人兮,,,,weighted_channels_untyped_fallback,1
123,poem_from_line,804,805,112,刘氏云,刘氏云,乐府杂曲。鼓吹曲辞。有所思,Ethan-do0707/tang_poetry,0,5,朝亦有所思,朝亦有所思,5,亦有所,leishu_3gram,14833,0.683096,十一,朝會,七,,視朝。,君日出而視朝。,君日出而視朝。,出处原文,weighted_channels,0
124,poem_from_line,809,810,115,庄南杰,庄南杰,乐府杂曲。鼓吹曲辞。黄雀行,Ethan-do0707/tang_poetry,0,7,穿屋穿墙不知止,穿屋穿墙不知止,7,不知止,leishu_3gram,6233,0.62117,四,燈燭,二十九,,穿壁,《西京記》：匡衡勤學無燭，乃穿鄰舍壁，引光而讀書。,《西京記》：匡衡勤學無燭，乃穿鄰舍壁，引光而讀書。,出处典籍；出处原文,weighted_channels_with_book_title_stats,0
125,poem_from_line,818,819,117,柳宗元,柳宗元,乐府杂曲。鼓吹铙歌。河右平,Ethan-do0707/tang_poetry,2,5,王师如雷震,王师如雷震,5,如雷震,leishu_3gram,855,0.659986,一,雷,十六,,豐隆,雷師,雷師,对仗,parallel_note_focused,0
