作者规范,作者,total_poem_count,total_line_count,matched_poem_count,candidate_line_count,candidate_line_rate,line_high_poem_count,line_high_poem_rate,poem_high_count,poem_high_rate,line_high_count,line_high_rate,line_high_within_candidate_rate,poem_best_mean,poem_best_median,poem_best_max,line_best_mean,line_best_median,line_best_max,poet_id_count,poem_high_within_matched_rate
方干,方干,337,2715,51,53,0.019521178637200737,2,0.005934718100890208,2,0.005934718100890208,2,0.0007366482504604051,0.03773584905660377,0.64289093,0.635394,0.792859,0.64119345,0.634631,0.792859,1.0,0.0392156862745098
韩偓,韩偓,316,2486,41,44,0.017699115044247787,2,0.006329113924050633,1,0.0031645569620253164,2,0.0008045052292839903,0.045454545454545456,0.6414859,0.64027,0.763669,0.6409469,0.6402495,0.763669,1.0,0.024390243902439025
张祜,张祜,367,2662,56,64,0.02404207362885049,2,0.005449591280653951,2,0.005449591280653951,2,0.0007513148009015778,0.03125,0.64122814,0.63780653,0.830166,0.6376749,0.61663795,0.830166,1.0,0.03571428571428571
徐夤,徐夤,245,2118,35,40,0.018885741265344664,2,0.00816326530612245,2,0.00816326530612245,2,0.0009442870632672333,0.05,0.64080924,0.63473,0.809215,0.6362351,0.63164246,0.809215,1.0,0.05714285714285714
戎昱,戎昱,118,1127,22,30,0.026619343389529725,2,0.01694915254237288,2,0.01694915254237288,2,0.001774622892635315,0.06666666666666667,0.63467675,0.6360035,0.755864,0.6330358,0.618151,0.755864,1.0,0.09090909090909091
温庭筠,温庭筠,351,3980,48,57,0.014321608040201005,2,0.005698005698005698,2,0.005698005698005698,2,0.0005025125628140704,0.03508771929824561,0.63576597,0.626794,0.871343,0.6319972,0.622582,0.871343,1.0,0.041666666666666664
陈陶,陈陶,111,1637,24,32,0.019547953573610263,2,0.018018018018018018,1,0.009009009009009009,2,0.0012217470983506415,0.0625,0.6335759,0.620487,0.781996,0.6281771,0.620191,0.781996,1.0,0.041666666666666664
韦庄,韦庄,336,2989,51,55,0.01840080294412847,2,0.005952380952380952,1,0.002976190476190476,2,0.0006691201070592171,0.03636363636363636,0.6285651,0.633322,0.757145,0.62635905,0.629008,0.757145,1.0,0.0196078431372549
临淄县主,临淄县主,1,99,1,4,0.04040404040404041,1,1.0,1,1.0,2,0.020202020202020204,0.5,0.917582,0.917582,0.917582,0.767625,0.73825,0.917582,1.0,1.0
张绍,张绍,1,96,1,4,0.041666666666666664,1,1.0,1,1.0,2,0.020833333333333332,0.5,0.821273,0.821273,0.821273,0.72739947,0.7189305,0.821273,1.0,1.0
卢鸿一,卢鸿一,10,101,4,8,0.07920792079207921,1,0.1,1,0.1,2,0.019801980198019802,0.25,0.73362976,0.7070865,0.864592,0.70912474,0.6750665,0.864592,1.0,0.25
