granularity,unit_id,编号,题目,作年,similarity,部类,文本
line,16062,1097,江州赴忠州至江陵已來舟中示舍弟五十韻,819,0.739746,烏,烏頭因感白
line,10165,0529,寄王質夫,819,0.738770,山,君作出山雲
line,10045,0522,初入峽有感,819,0.738281,舟,闊狹容一葦
line,10188,0530,南賓郡齋即事寄楊萬州,819,0.738281,隠逸,刺史豈如是
line,10290,0538,桐花,819,0.736816,土宜,信是土宜别
line,10102,0524,自江州至忠州,819,0.736328,六駮,灧堆正如馬
line,10139,0527,西樓夜,819,0.735352,三月三,年光東流水
line,16291,1114,龍昌寺荷池,819,0.735352,龍,不似此池邊
line,6225,0267,贈杓直,819,0.734863,酒,有興或飲酒
line,10051,0522,初入峽有感,819,0.733398,口齒,小石如牙齒
line,10129,0525,初到忠州登東樓寄萬州楊八使君,819,0.731445,面,其如美人面
line,16023,1097,江州赴忠州至江陵已來舟中示舍弟五十韻,819,0.730957,笛,歌曲竹枝聲
line,10172,0529,寄王質夫,819,0.729980,老,老去隨所託
line,6235,0267,贈杓直,819,0.727051,道教,此道不可道
line,10204,0531,招蕭處士,819,0.726562,舂,相對不相知
line,16380,1124,留北客,819,0.724609,笙,笙歌隨分有
line,10154,0529,寄王質夫,819,0.724121,利,不爲名利著
line,16051,1097,江州赴忠州至江陵已來舟中示舍弟五十韻,819,0.723633,霜,蠶繭自纏縈
line,16172,1104,郡齋暇日憶廬山草堂兼寄二林僧社三十韻多叙貶官已來出處之意,819,0.723633,禁衛,鵷鸞失故行
line,6210,0267,贈杓直,819,0.723145,姓氏,又爲五品官
line,10091,0523,過昭君村,819,0.723145,賻贈,不取往者戒
line,16074,1097,江州赴忠州至江陵已來舟中示舍弟五十韻,819,0.722168,冨,此心知止足
line,16423,1133,送客歸京,819,0.720703,鼎,何時歸到秦
line,6219,0267,贈杓直,819,0.719727,隠逸,進不厭朝市
line,16336,1122,即事寄微之,819,0.718750,食,飽暖飢寒何足道
line,10052,0522,初入峽有感,819,0.718262,行步,一步不可行
line,16056,1097,江州赴忠州至江陵已來舟中示舍弟五十韻,819,0.718262,蟬,鶗鴂鳴還歇
line,10659,0559,歲晚,819,0.714844,養生,物皆復本源
line,10192,0530,南賓郡齋即事寄楊萬州,819,0.713867,俸禄,以黄絹支給充俸
line,10707,0562,宿溪翁,820,0.844238,郎官,郎官應列宿
line,10404,0544,哭王質夫,820,0.807617,儒教,重有君子儒
line,11167,0584,客中月,820,0.806152,好客,客從江南來
line,16806,1202,吳七郎中山人待制班中偶贈絶句,820,0.801270,鶴,那得遼東鶴下來
line,10507,0549,郡中春讌因贈諸客,820,0.787109,館驛,身騎牂牁馬
line,10494,0548,哭諸故人因寄元八,820,0.781250,祖孫,今聞君抱孫
line,10480,0548,哭諸故人因寄元八,820,0.778809,死哭,今日哭寢門
line,10315,0539,早祭風伯因懷李十一舍人,820,0.775391,聽,至今想在耳
line,10479,0548,哭諸故人因寄元八,820,0.771484,死哭,昨日哭寢門
line,16812,1203,和張十八秘書謝裴相公寄馬,820,0.766602,粟,紅粟難賒得飽無
line,16675,1176,惻惻吟,820,0.765625,改過,惻惻復惻惻
line,10387,0543,我身,820,0.764160,貧,窮則爲鷦鷯
line,10499,0549,郡中春讌因贈諸客,820,0.757324,文行,僕本儒家子
line,10506,0549,郡中春讌因贈諸客,820,0.754883,奉使,自稱爲使君
line,10547,0551,東澗種柳,820,0.753418,珪璋,長短既不一
line,10366,0542,不二門,820,0.752930,恐懼,憂惱心交鬬
line,10654,0558,遣懷,820,0.751465,乞假,我今無所求
line,10464,0547,登城東古臺,820,0.750977,嵩山,有土青崔嵬
line,16669,1174,商山路有感,820,0.745117,死哭,所經多舊館
line,10718,0563,重過壽泉憶與楊九别時因題店壁,820,0.741699,衣服,形容已變改
line,10530,0549,郡中春讌因贈諸客,820,0.740723,待妻以禮,隨分有君臣
line,10512,0549,郡中春讌因贈諸客,820,0.740234,雷,玉曆布春分
line,16260,1108,東城春意,820,0.740234,朋友,其如親故遠
line,10399,0544,哭王質夫,820,0.739746,死哭,踟躕寢門側
line,10500,0549,郡中春讌因贈諸客,820,0.739746,門戶,待詔金馬門
line,16674,1175,商山路驛桐樹昔與微之前後題名處,820,0.738770,棄官,這迴歸去免來無
line,10517,0549,郡中春讌因贈諸客,820,0.738281,雜蟲鳥,有如蟄蟲鳥
line,10565,0552,卧小齋,820,0.738281,朝會,朝起視事畢
line,10314,0539,早祭風伯因懷李十一舍人,820,0.736816,阪,所思心未寧
line,10390,0543,我身,820,0.735840,貧,身窮心不窮
line,10400,0544,哭王質夫,820,0.735352,哭,聲發涕亦俱
line,10284,0537,江上送客,820,0.733887,嫂叔,仍爲此中别
line,10515,0549,郡中春讌因贈諸客,820,0.733887,判司,冉冉趨府吏
line,16508,1148,聞雷,820,0.732910,貧,窮冬不見雪
line,10700,0562,宿溪翁,820,0.732422,貧,於中甚安適
line,10609,0555,蚊蟆,820,0.730469,傲慢,如有膚受譖
line,10279,0537,江上送客,820,0.729980,好客,遠客何處歸
line,10398,0544,哭王質夫,820,0.729980,雞,欲哭復踟躕
line,10522,0549,郡中春讌因贈諸客,820,0.729980,用灋不平,高下隨所陳
line,10682,0561,委順,820,0.729980,俸禄,郡俸誠不多
line,10267,0536,東城尋春,820,0.727051,改過,今既不如昔
line,10302,0539,早祭風伯因懷李十一舍人,820,0.725098,祭祀,時祀奉朝經
line,10409,0544,哭王質夫,820,0.725098,祈禱,誠知天至高
line,10383,0543,我身,820,0.722656,命運,賦命有厚薄
line,10647,0558,遣懷,820,0.721680,天,天但蒼蒼色
line,10548,0551,東澗種柳,820,0.721191,用灋不平,高下隨所宜
line,10551,0551,東澗種柳,820,0.721191,松柏,松柏不可待
line,16643,1172,發白狗峽次黄牛峽登高寺却望忠州,820,0.721191,狗,白狗次黄牛
line,10716,0563,重過壽泉憶與楊九别時因題店壁,820,0.720703,行旅,一去歷萬里
line,11174,0584,客中月,820,0.720703,鶴,千里遠相逐
line,10389,0543,我身,820,0.720215,道士,苟知此道者
line,16583,1160,三月三日,820,0.720215,春,暮春風景初三日
line,16841,1207,初除主客郎中知制誥與王十一李七元九三舍人中書同宿話舊感懷,820,0.719727,離,已分雲泥行異路
line,10698,0562,宿溪翁,820,0.719238,水田,歲種一頃田
line,10307,0539,早祭風伯因懷李十一舍人,820,0.715820,霧,水霧重如雨
line,10428,0545,東坡種花二首其一,820,0.714844,鶯,好鳥亦栖來
line,10585,0553,步東坡,820,0.714844,杖,閑攜斑竹杖
line,10523,0549,郡中春讌因贈諸客,820,0.714355,鼓,蠻鼓聲坎坎
line,10720,0563,重過壽泉憶與楊九别時因題店壁,820,0.713867,竹,他日君過此
line,10424,0545,東坡種花二首其一,820,0.713379,土宜,地力無高低
line,17261,1252,新昌新居書事四十韻因寄元郎中張博士,821,0.807129,經,梵部經十二
line,10788,0566,竹窗,821,0.785156,伏日,是時三伏天
line,10737,0564,西掖早秋直夜書意,821,0.783691,老,五十不爲夭
line,17045,1233,行簡初授拾遺同早朝入閣因示十二韻,821,0.783691,刻漏,待漏排閶闔
line,16861,1210,中書連直寒食不歸因懷元九,821,0.757324,寒食,今日寒食夜
line,17135,1242,錢侍郎使君以題廬山草堂詩見寄因酬之,821,0.757324,休假,若不休官去
line,10791,0566,竹窗,821,0.756348,奴婢,朝迴解衣裳
line,17262,1252,新昌新居書事四十韻因寄元郎中張博士,821,0.750488,道士,玄書字五千
line,17022,1231,連雨,821,0.750000,晨夜,雞鳴暮復朝
line,17219,1252,新昌新居書事四十韻因寄元郎中張博士,821,0.740723,館驛,敢勞賓客訪
line,17213,1252,新昌新居書事四十韻因寄元郎中張博士,821,0.737793,才過職,丹鳳樓當後
line,17220,1252,新昌新居書事四十韻因寄元郎中張博士,821,0.737793,賞戰功,或望子孫傳
line,17137,1243,寄山僧,821,0.736816,老,眼看過半百
line,10735,0564,西掖早秋直夜書意,821,0.733887,乞假,所得已非少
line,16944,1221,卜居,821,0.732910,貧,貧中無處可安貧
line,17235,1252,新昌新居書事四十韻因寄元郎中張博士,821,0.731934,菊,籬東花掩映
line,10739,0564,西掖早秋直夜書意,821,0.727539,冨,貪求何日了
line,16891,1214,重和元少尹,821,0.727539,京兆尹,鳳閣舍人京亞尹
line,16903,1216,醉後,821,0.725586,酒,酒後高歌且放狂
line,16934,1218,晚春重到集賢院,821,0.725586,得賢,殿名擡舉號爲賢
line,10796,0566,竹窗,821,0.724609,卜筮,乃知前古人
line,17108,1238,送客南遷,821,0.720215,蒲桃,宜醉不宜醒
line,10793,0566,竹窗,821,0.718750,冰,小簟六尺牀
line,17254,1252,新昌新居書事四十韻因寄元郎中張博士,821,0.718262,珮,猶爲組綬纏
line,17217,1252,新昌新居書事四十韻因寄元郎中張博士,821,0.717773,省官,省吏嫌坊遠
line,10733,0564,西掖早秋直夜書意,821,0.717285,鳥,稻粱養山鳥
line,17121,1240,寄遠,821,0.717285,舟,坐看新落葉
line,16993,1227,西省北院新構小亭種竹開窗東通騎省與李常侍隔窗小飲各題四韻,821,0.716797,酒,金貂醉看好
line,17102,1238,送客南遷,821,0.716797,津渡,舟如委浪萍
line,17253,1252,新昌新居書事四十韻因寄元郎中張博士,821,0.716797,鬭,尚有妻孥累
line,16999,1228,酬元郎中同制加朝散大夫書懷見贈,821,0.716309,擇交,曩者定交非勢利
line,17032,1232,初加朝散大夫又轉上柱國,821,0.716309,鶴,乘軒鶴亦長精神
line,17238,1252,新昌新居書事四十韻因寄元郎中張博士,821,0.715820,宮觀,名慚紫禁仙
line,17049,1233,行簡初授拾遺同早朝入閣因示十二韻,821,0.715332,招戶口,並入連稱籍
line,7627,0356,詠懷,822,0.905762,儉,物有損而益
line,7586,0354,狂歌詞,822,0.859375,老,五十已後衰
line,17745,1314,贈江州李十使君員外十二韻,822,0.835449,才稱職,長短才雖異
line,17636,1303,商山路有感,822,0.817383,言語,能無惻惻乎
line,7557,0352,初領郡政衙退登東樓作,822,0.799805,縣尉,未免州縣勞
line,7626,0356,詠懷,822,0.797363,齊物,事有得而失
line,7269,0332,長慶二年七月自中書舍人出守杭州路次藍溪作,822,0.794434,行旅,羈旅曾遊此
line,7333,0336,宿藍橋對月,822,0.793457,茶,聊將茶代酒
line,11649,0602,醉後狂言酬贈蕭殷二協律,822,0.791992,衣服,天寒身上猶衣葛
line,10743,0565,庭松,822,0.791504,用灋不平,高下亦不齊
line,10761,0565,庭松,822,0.785156,赦,多爲人所咍
line,17800,1321,初到郡齋寄錢湖州李蘇州,822,0.781250,戲謔,半作白頭翁
line,7401,0344,馬上作,822,0.778809,郎官,兩入承明廬
line,7381,0342,感舊紗帽,822,0.778320,戲謔,贈我白頭翁
line,17778,1318,九江北岸遇風雨,822,0.775879,戲謔,白頭浪裏白頭翁
line,11306,0591,畫竹歌,822,0.775391,醜丈夫,無以答貺
line,7485,0349,山雉,822,0.773926,雉,時哉山梁雉
line,7548,0351,自蜀江至洞庭湖口有感而作,822,0.771973,美田,滲作膏腴田
line,17729,1314,贈江州李十使君員外十二韻,822,0.771484,雪,經過剡谿雪
line,17345,1263,元家花,822,0.770996,風,春風可得知
line,17439,1270,送嚴大夫赴桂州,822,0.768555,旌旗,旌旗艛艓中
line,7428,0344,馬上作,822,0.767578,老,五十未全老
line,17732,1314,贈江州李十使君員外十二韻,822,0.764160,諫諍,堪爲侍從臣
line,17798,1320,秋寒,822,0.763672,舟,唯擬學虛舟
line,17940,1336,晚歲,822,0.763184,恤老,年衰無子孫
line,7446,0345,秋蝶,822,0.762695,鶴,不見千年鶴
line,10758,0565,庭松,822,0.762207,敘四時,四時各有趣
line,17366,1267,草詞畢遇芍藥初開因詠小謝紅藥當堦翻詩以爲一句未盡其狀偶成十六韻,822,0.761230,制誥,罷草紫泥詔
line,11305,0591,畫竹歌,822,0.760254,賑貸,予厚其意
line,7611,0356,詠懷,822,0.758301,刺史,今爲二千石
line,7425,0344,馬上作,822,0.757324,猜認,亦不少酒酤
line,11665,0602,醉後狂言酬贈蕭殷二協律,822,0.757324,裘,此裘非繒亦非纊
line,17742,1314,贈江州李十使君員外十二韻,822,0.756348,刺史,今又相次出爲刺史
line,17654,1304,重感,822,0.753906,鬚,閑捋白髭鬚
line,17281,1253,喜敏中及第偶示所懷,822,0.753418,舉選,始予進士及第
line,10893,0573,衰病無趣因吟所懷,822,0.751953,食,朝餐多不飽
line,7581,0353,清調吟,822,0.750977,笑,即須開口笑
line,17653,1304,重感,822,0.750977,杖,困支青竹杖
line,11667,0602,醉後狂言酬贈蕭殷二協律,822,0.750488,衣服,刀尺鈍拙製未畢
line,17701,1313,重到江州感舊遊題郡樓十一韻,822,0.750488,中書舍人,掌綸知是忝
line,17371,1267,草詞畢遇芍藥初開因詠小謝紅藥當堦翻詩以爲一句未盡其狀偶成十六韻,822,0.750000,杯,行觀步履遲
line,7517,0351,自蜀江至洞庭湖口有感而作,822,0.749512,水,大哉禹之績
line,10875,0571,玩松竹二首其一,822,0.749023,鳳,栖鳳安於梧
line,17700,1312,吉祥寺見錢侍郎題名,822,0.749023,故舊,况見故人名
line,7409,0344,馬上作,822,0.747559,舉薦,誤上賢能書
line,7503,0350,初下漢江舟中作寄兩省給舍,822,0.747559,忠,且稱守土臣
line,7588,0354,狂歌詞,822,0.747070,秋,晝夜又分半
line,7615,0356,詠懷,822,0.746582,勤,終日多憂惕
line,7535,0351,自蜀江至洞庭湖口有感而作,822,0.745605,叛亂,恃險不終役
line,10842,0569,曲江感秋二首其一,822,0.745605,津渡,重弔湘江屈
line,7729,0361,吾雛,822,0.745117,議讞,于公歎緹縈
line,10767,0565,庭松,822,0.743652,賢,豈必交賢才
line,7493,0349,山雉,822,0.742676,犧牲,必有犧牲患
line,17440,1270,送嚴大夫赴桂州,822,0.741211,大將,大夫應絶席
line,10744,0565,庭松,822,0.739746,牆壁,高者三丈長
line,7572,0353,清調吟,822,0.738281,酒,勸君飲濁醪
line,10748,0565,庭松,822,0.737305,屋室,接以青瓦屋
line,7617,0356,詠懷,822,0.736816,酒,有酒不敢喫
line,7554,0352,初領郡政衙退登東樓作,822,0.735840,褊急,鰥惸心所念
line,17645,1303,商山路有感,822,0.734863,墳墓,杓直泉埋玉
line,7516,0351,自蜀江至洞庭湖口有感而作,822,0.734375,水,不爾民爲魚
line,17697,1312,吉祥寺見錢侍郎題名,822,0.733887,離别,雲雨三年别
line,17687,1310,山泉煎茶有懷,822,0.733398,醜丈夫,無由持一盌
line,17867,1329,衰病,822,0.733398,老,老與病相仍
line,7466,0348,山路偶興,822,0.732910,馬,筋力未全衰
line,7341,0337,自望秦赴五松驛馬上偶睡睡覺成吟,822,0.732422,行步,纔行百步地
line,7714,0361,吾雛,822,0.732422,離,嗟吾不生子
line,10876,0571,玩松竹二首其一,822,0.732422,苑囿,潛魚樂於藻
line,7399,0344,馬上作,822,0.731445,爵,爵乃朝大夫
line,7432,0344,馬上作,822,0.730957,風,秋風起江上
line,17810,1321,初到郡齋寄錢湖州李蘇州,822,0.730957,言語,閑忙恰得中
line,17433,1269,與沈楊二舍人閣老同食敕賜櫻桃玩物感恩因成十四韻,822,0.729980,食,飽餵不才身
line,17954,1337,宿竹閣,822,0.729492,道教,即此是玄關
line,10917,0574,逍遥詠,822,0.728516,冨,無戀亦無厭
line,17347,1264,代人贈王員外,822,0.728516,怨棄,平生記得不
line,7263,0332,長慶二年七月自中書舍人出守杭州路次藍溪作,822,0.728027,幼學,于兹十年矣
line,7628,0356,詠懷,822,0.728027,祥瑞,所以見道人
line,7721,0361,吾雛,822,0.727539,母子,汝齒昨始生
line,17619,1301,初罷中書舍人,822,0.727539,換官,不休更擬覓何官
line,17385,1267,草詞畢遇芍藥初開因詠小謝紅藥當堦翻詩以爲一句未盡其狀偶成十六韻,822,0.726562,鳥,絳幘欠纓緌
line,17420,1269,與沈楊二舍人閣老同食敕賜櫻桃玩物感恩因成十四韻,822,0.726562,雜果,肉嫌盧橘厚
line,17873,1329,衰病,822,0.726562,性情,性多移不得
line,7541,0351,自蜀江至洞庭湖口有感而作,822,0.725586,葬,治之在鍼石
line,17718,1313,重到江州感舊遊題郡樓十一韻,822,0.725586,風流,再上庾樓行
line,17951,1337,宿竹閣,822,0.725586,百工,巧未能勝拙
line,11655,0602,醉後狂言酬贈蕭殷二協律,822,0.725098,刺史,此時太守自慚愧
line,10746,0565,庭松,822,0.724609,野,有如野生物
line,7488,0349,山雉,822,0.724121,雞,雌雄與羣雛
line,7464,0347,枯桑,822,0.722656,恐懼,有似多憂者
line,17621,1302,宿陽城驛對月,822,0.722168,清亷,妻孥未出關
line,17917,1335,花樓望雪命宴賦詩,822,0.721680,道路,何處更能分道路
line,7496,0350,初下漢江舟中作寄兩省給舍,822,0.721191,食,一食飽至夜
line,17614,1301,初罷中書舍人,822,0.721191,諫諍,或望君臣相獻替
line,7398,0344,馬上作,822,0.720703,刺史,勳爲上柱國
line,17900,1333,白髮,822,0.720703,鶴,霜毛繞鬢垂
line,7312,0335,宿清源寺,822,0.719727,酒,往謫潯陽去
line,7510,0351,自蜀江至洞庭湖口有感而作,822,0.719238,河,江從西南來
line,11307,0591,畫竹歌,822,0.718750,歌,作歌以報之
line,17907,1334,錢湖州以箬下酒李蘇州以五酘酒相次寄到無因同飲聊詠所懷,822,0.718750,食,勞將箬下忘憂物
line,10815,0567,同韓侍郎遊鄭家池吟詩小飲,822,0.718262,圖畫,尚有心情在
line,17458,1273,七言十二句贈駕部吳郎中七兄,822,0.718262,夏,四月天氣和且清
line,17767,1316,重題,822,0.718262,未能為政,不能成一事
line,7281,0332,長慶二年七月自中書舍人出守杭州路次藍溪作,822,0.717285,崑崙山,浩蕩五千里
line,17755,1315,題别遺愛草堂兼呈李十使君,822,0.717285,魚,五年方暫至
line,7620,0356,詠懷,822,0.716309,宴,飽食坐終朝
line,7629,0356,詠懷,822,0.716309,僧,觀心不觀跡
line,10824,0568,晚歸有感,822,0.716309,幼學,如何十年間
