granularity,unit_id,编号,题目,作年,similarity,部类,文本
line,26431,2142,詠懷,835,0.729004,妾,妻孥與婢僕
line,27126,2183,自賓客遷太子少傅分司,835,0.729004,冨,豈宜更貪饕
line,28613,2353,宿酲,835,0.728516,酒,夜飲歸常晚
line,28665,2359,閑園獨賞,835,0.728027,鶴,仙禽狎君子
line,26939,2172,睡後茶興憶楊同州,835,0.727539,食,今朝餐又飽
line,27159,2186,因夢有悟,835,0.727539,兄弟,平生所厚者
line,26835,2164,二月一日作贈韋七庶子,835,0.727051,造酒,遂使愛酒人
line,26857,2166,夢劉二十八因詩問之,835,0.726562,徵聘,昨夜夢夢得
line,26757,2159,對琴酒,835,0.725098,泉源,泠泠秋泉韻
line,26875,2167,閑吟,835,0.724609,貧,貧窮汲汲求衣食
line,26885,2168,西行,835,0.724609,閏月,藹藹三月天
line,28648,2357,白羽扇,835,0.724609,扇,蒲葵陋不同
line,27147,2184,自在,835,0.724121,日,所以日陽中
line,28808,2377,看嵩洛有歎,835,0.723633,鵝,飛出肯飛還
line,26320,2136,裴侍中晉公以集賢林亭即事詩二十六韻見贈猥蒙徵和才拙詞繁輒廣爲五百言以伸酬獻,835,0.723145,美婦人,但説攜蛾眉
line,26714,2157,覽鏡喜老,835,0.721680,蠶桑,不夭即須衰
line,26864,2166,夢劉二十八因詩問之,835,0.721680,舟,近與遠何殊
line,27117,2183,自賓客遷太子少傅分司,835,0.721191,俸禄,優饒又加俸
line,28751,2370,詔授同州刺史病不赴任因詠所懷,835,0.720703,軍旅,勞逸懸相遠
line,28862,2382,自題小草亭,835,0.719238,冠弁冕,規模儉且卑
line,26324,2136,裴侍中晉公以集賢林亭即事詩二十六韻見贈猥蒙徵和才拙詞繁輒廣爲五百言以伸酬獻,835,0.717773,豐稔,餘力兼有之
line,27073,2179,何處堪避暑,835,0.717773,伏日,如何三伏月
line,26309,2136,裴侍中晉公以集賢林亭即事詩二十六韻見贈猥蒙徵和才拙詞繁輒廣爲五百言以伸酬獻,835,0.717285,使絶域,陸賈功業少
line,26432,2142,詠懷,835,0.716309,貧,亦免愁衣食
line,27156,2185,詠史,835,0.715332,禍福,乃知禍福非天爲
line,28881,2382,自題小草亭,835,0.714355,智,螻蟻謀深穴
line,26970,2173,題文集櫃,835,0.713867,父子,世無王仲宣
line,28888,2383,自詠,835,0.713867,鶴,較瘦鶴猶肥
line,28859,2381,奉和裴令公新成午橋莊綠野堂即事,835,0.713379,舞,進退處中央
line,29249,2432,偶於維陽牛相公處覓得箏箏未到先寄詩來走筆戲答,836,0.809082,箏,秦箏多好音
line,29018,2402,清明日登老君閣望洛城贈韓道士,836,0.784668,鶴,遼東悵望鶴飛還
line,29048,2407,殘春詠懷贈楊慕巢侍郎,836,0.782227,太子,太子少傅官二品
line,27193,2187,春遊,836,0.776855,父子,幾人及七旬
line,29353,2437,酬夢得霜夜對月見懷,836,0.771973,衣服,寒覺被衣輕
line,27270,2191,夏日作,836,0.771484,恤老,得以終天年
line,26456,2144,老熱,836,0.768555,勤勞,農者勞田疇
line,29127,2416,無長物,836,0.764648,儉,只緣無長物
line,29126,2416,無長物,836,0.762207,貧,無嫌活計貧
line,29266,2434,長齋月滿攜酒先與夢得對酌醉中同赴令公之宴戲贈夢得,836,0.760742,雪,乘興還同訪戴客
line,26455,2144,老熱,836,0.760254,徒役,仕者拘職役
line,29049,2407,殘春詠懷贈楊慕巢侍郎,836,0.759277,老,年過六旬時
line,29370,2439,雪中酒熟欲攜訪吳監先寄此詩,836,0.757812,叔姪,《雪賦》云
line,29334,2436,吳秘監每有美酒獨酌獨醉但蒙詩報不以飲招輒此戲酬兼呈夢得,836,0.752930,屋室,《記》云
line,29250,2432,偶於維陽牛相公處覓得箏箏未到先寄詩來走筆戲答,836,0.748535,行惠,如能惠一面
line,26469,2144,老熱,836,0.747559,禪定,亦無别言語
line,26467,2144,老熱,836,0.744141,衣服,或問諸親友
line,28946,2390,又題一絶,836,0.744141,商賈,不論貴賤與親疏
line,28940,2389,尋春題諸家園林,836,0.742188,隠逸,都無悶到心
line,26492,2145,新秋喜凉因寄兵部楊侍郎,836,0.741699,宰相,彼此寧相見
line,29344,2436,吳秘監每有美酒獨酌獨醉但蒙詩報不以飲招輒此戲酬兼呈夢得,836,0.741699,酒,《獨酌謡》
line,27267,2191,夏日作,836,0.738770,儉,不費用難盡
line,29074,2409,春盡日天津橋醉吟偶呈李尹侍郎,836,0.738770,别,無泥未有塵
line,29320,2435,奉酬淮南牛相公思黯見寄二十四韻,836,0.738770,霜,霜紈一百疋
line,29170,2422,秋霖中奉裴令公見招早出赴會馬上先寄六韻,836,0.737793,素,素書傳好語
line,29147,2418,以詩代書寄户部楊侍郎勸買東鄰王家宅,836,0.736816,馬,筋力應須及健迴
line,26468,2144,老熱,836,0.735352,隠逸,樂天是與不
line,27261,2191,夏日作,836,0.734375,飯飱,飯訖盥漱已
line,27188,2187,春遊,836,0.732422,酒,朱顔去復去
line,27231,2189,哭師臯,836,0.731445,葬,更就墳邊哭一聲
line,29321,2435,奉酬淮南牛相公思黯見寄二十四韻,836,0.730469,箏,玉柱十三絃
line,29052,2407,殘春詠懷贈楊慕巢侍郎,836,0.728516,馬,其如筋力衰
line,29247,2431,酬夢得窮秋夜坐即事見寄,836,0.728516,羹,先擬共君嘗
line,27239,2190,隱几贈客,836,0.728027,枕,卧枕一卷書
line,26447,2143,府西亭納凉歸,836,0.727051,食,低眉悄不語
line,29342,2436,吳秘監每有美酒獨酌獨醉但蒙詩報不以飲招輒此戲酬兼呈夢得,836,0.727051,辟召,即可稱名士
line,26480,2145,新秋喜凉因寄兵部楊侍郎,836,0.725586,扇,稍稍凉飇扇
line,27240,2190,隱几贈客,836,0.724609,酒,起嘗一杯酒
line,26481,2145,新秋喜凉因寄兵部楊侍郎,836,0.724121,枕,枕簟忽淒清
line,29340,2436,吳秘監每有美酒獨酌獨醉但蒙詩報不以飲招輒此戲酬兼呈夢得,836,0.723145,乳母,“但常無事
line,29019,2403,三月三日,836,0.722656,圖畫,畫堂三月初三日
line,29001,2399,春來頻與李二十賓客郭外同遊因贈長句,836,0.722168,鹽鐵使,可惜濟時心力在
line,29092,2410,池上逐凉二首其一,836,0.720215,言語,多言宜靜不宜忙
line,28922,2386,殘酌晚餐,836,0.718262,食,其餘盡不知
line,29132,2416,無長物,836,0.718262,妾,亦足奉吾身
line,27237,2190,隱几贈客,836,0.717773,師,有時猶隱几
line,29091,2410,池上逐凉二首其一,836,0.717285,交游讎,徧問交親爲老計
line,26489,2145,新秋喜凉因寄兵部楊侍郎,836,0.716797,簫,俯觀游魚羣
line,27249,2191,夏日作,836,0.716309,衣服,葛衣疏且單
line,27208,2188,題天竺南院贈閑振元旻四上人,836,0.715332,寺,地是佛國土
line,28939,2389,尋春題諸家園林,836,0.715332,傲慢,漸以狂爲態
line,29371,2439,雪中酒熟欲攜訪吳監先寄此詩,836,0.715332,馬,“延枚叟
line,29191,2424,八月三日夜作,836,0.714355,畋獵,秋簟冷無情
line,29716,2479,司徒令公分守東洛移鎮北都一心勤王三月成政形容盛德實在歌詩况辱知音敢不先唱輒奉五言四十韻寄獻以抒下情,837,0.839355,生財助國,憂國意忉忉
line,29683,2476,長齋月滿寄思黯,837,0.837402,相思,一日不見如三月
line,29421,2446,與夢得偶同到敦詩宅感而題壁,837,0.828125,轉運使,《漢書》云
line,29589,2462,感事,837,0.790527,仙,常期生羽翼
line,27329,2196,狂言示諸侄,837,0.789062,幼學,所以十年來
line,26567,2151,寒食,837,0.788086,俸禄,有官供祿俸
line,25697,2109,酬思黯相公見過弊居戲贈,837,0.785156,行人,行人爲徘徊
line,29708,2479,司徒令公分守東洛移鎮北都一心勤王三月成政形容盛德實在歌詩况辱知音敢不先唱輒奉五言四十韻寄獻以抒下情,837,0.783203,父子,司徒官一品
line,29891,2485,酬思黯戲贈,837,0.781250,醜丈夫,狂得且須狂
line,29785,2479,司徒令公分守東洛移鎮北都一心勤王三月成政形容盛德實在歌詩况辱知音敢不先唱輒奉五言四十韻寄獻以抒下情,837,0.780273,徵聘,劉夢得也
line,29473,2451,池上早春即事招夢得,837,0.777344,衾,輕暖好衣裳
line,29791,2479,司徒令公分守東洛移鎮北都一心勤王三月成政形容盛德實在歌詩况辱知音敢不先唱輒奉五言四十韻寄獻以抒下情,837,0.774414,湖,張良﹑范蠡
line,29712,2479,司徒令公分守東洛移鎮北都一心勤王三月成政形容盛德實在歌詩况辱知音敢不先唱輒奉五言四十韻寄獻以抒下情,837,0.773438,舉選,進士及第﹑博學﹑制策
line,25712,2109,酬思黯相公見過弊居戲贈,837,0.767090,妾,家醞不敢惜
line,26531,2149,三適贈道友,837,0.764160,舉選,三適合爲一
line,29879,2484,夢得卧病攜酒相尋先以此寄,837,0.763672,井,還須挈一壺
line,29495,2453,令公南莊花柳正盛欲偷一賞先寄二篇其一,837,0.762695,舉讎,故舉以爲對
line,27331,2196,狂言示諸侄,837,0.760254,老,况當垂老歲
line,29815,2480,和東川楊慕巢尚書府中獨坐感戚在懷見寄十四韻,837,0.759766,印綬,紫綬黄金印
line,26521,2148,六十六,837,0.755371,溪,唯有潺湲聲
line,27332,2196,狂言示諸侄,837,0.753906,乞假,所要無多物
line,29742,2479,司徒令公分守東洛移鎮北都一心勤王三月成政形容盛德實在歌詩况辱知音敢不先唱輒奉五言四十韻寄獻以抒下情,837,0.753906,竊盜,魂亡獫狁逃
line,29801,2480,和東川楊慕巢尚書府中獨坐感戚在懷見寄十四韻,837,0.751953,君臣,我是知君者
line,29836,2481,分司洛中多暇數與諸客宴遊醉後狂吟偶成十韻因招夢得賓客兼呈思黯奇章公,837,0.750000,食,貧猶有酒漿
line,31151,2654,立秋夕凉風忽至炎暑稍消即事詠懷寄汴州節度使李二十尚書,837,0.747070,夏,但喜煩暑退
line,27310,2195,種桃歌,837,0.746582,疾,有減而無加
line,27288,2193,酬牛相公宮城早秋寓言見示兼呈夢得,837,0.740234,蟬,寒蟬始悲鳴
line,29586,2461,晚春酒醒尋夢得,837,0.740234,造酒,酒榼名也
line,27333,2196,狂言示諸侄,837,0.737793,裘,一裘煖過冬
line,29692,2477,冬夜對酒寄皇甫十,837,0.736816,言語,無葉可辭枝
line,27353,2197,偶以拙詩數首寄呈裴侍郎蒙以盛製四篇一時酬和重投長句美而謝之,837,0.735352,麋,一麋麗龜絶報賽
line,27321,2196,狂言示諸侄,837,0.734863,縣令,世欺不得官
line,29452,2449,閑遊即事,837,0.732422,讓功,還須自知分
line,29536,2458,開成二年三月三日河南尹李待價以人和歲稔將禊於洛濱前一日啓留守裴令公公明日召太子少傅白居易太子賓客蕭籍李仍叔劉禹錫前中書舍人鄭居中國子司業裴惲河南少尹李道樞倉部郎中崔瑨司封員外郎張可續駕部員外郎盧言虞部員外郎苗愔和州刺史裴儔淄州刺史裴洽檢校禮部員外郎楊魯士四門博士談弘謨等一十五人合宴於舟中由斗亭歷魏堤抵津橋登臨泝沿自晨及暮簪組交映歌笑間發前水嬉而後妓樂左筆硯而右壺觴望之若仙觀者如堵盡風光之賞極遊泛之娛美景良辰賞心樂事盡得於今日矣若不記錄謂洛無人晉公首賦一章鏗然玉振顧謂四座繼而和之居易舉酒抽毫奉十二韻以獻,837,0.731934,草,三月草萋萋
line,26514,2148,六十六,837,0.730957,老,今年六十六
line,29829,2480,和東川楊慕巢尚書府中獨坐感戚在懷見寄十四韻,837,0.728516,老,懸車年甚遠
line,29794,2479,司徒令公分守東洛移鎮北都一心勤王三月成政形容盛德實在歌詩况辱知音敢不先唱輒奉五言四十韻寄獻以抒下情,837,0.728027,雞,踟躕首已搔
line,29865,2483,閑吟贈皇甫郎中親家翁,837,0.727539,貧,豈復憂愁活計貧
line,26558,2151,寒食,837,0.726074,寒食,九度逢寒食
line,29691,2477,冬夜對酒寄皇甫十,837,0.726074,喪,有風空動樹
line,29715,2479,司徒令公分守東洛移鎮北都一心勤王三月成政形容盛德實在歌詩况辱知音敢不先唱輒奉五言四十韻寄獻以抒下情,837,0.726074,醜丈夫,動人名赫赫
line,29845,2481,分司洛中多暇數與諸客宴遊醉後狂吟偶成十韻因招夢得賓客兼呈思黯奇章公,837,0.725586,徵聘,不論招夢得
line,31204,2656,題牛相公歸仁里宅新成小灘,837,0.723633,相思,能不思悠然
line,27351,2197,偶以拙詩數首寄呈裴侍郎蒙以盛製四篇一時酬和重投長句美而謝之,837,0.723145,《詩》,毛詩三百篇後得
line,29551,2458,開成二年三月三日河南尹李待價以人和歲稔將禊於洛濱前一日啓留守裴令公公明日召太子少傅白居易太子賓客蕭籍李仍叔劉禹錫前中書舍人鄭居中國子司業裴惲河南少尹李道樞倉部郎中崔瑨司封員外郎張可續駕部員外郎盧言虞部員外郎苗愔和州刺史裴儔淄州刺史裴洽檢校禮部員外郎楊魯士四門博士談弘謨等一十五人合宴於舟中由斗亭歷魏堤抵津橋登臨泝沿自晨及暮簪組交映歌笑間發前水嬉而後妓樂左筆硯而右壺觴望之若仙觀者如堵盡風光之賞極遊泛之娛美景良辰賞心樂事盡得於今日矣若不記錄謂洛無人晉公首賦一章鏗然玉振顧謂四座繼而和之居易舉酒抽毫奉十二韻以獻,837,0.723145,酒,醴爲穆生攜
line,27334,2196,狂言示諸侄,837,0.722656,廢墯,一飯飽終日
line,26535,2149,三適贈道友,837,0.721680,言語,此固不可説
line,29862,2482,小歲日喜談氏外孫女孩滿月,837,0.721680,月,懷中有可抱
line,29707,2479,司徒令公分守東洛移鎮北都一心勤王三月成政形容盛德實在歌詩况辱知音敢不先唱輒奉五言四十韻寄獻以抒下情,837,0.720215,中書令,中書令上應中台
line,29852,2482,小歲日喜談氏外孫女孩滿月,837,0.719727,天,他人豈得知
line,29524,2457,晚春欲攜酒尋沈四著作先以六韻寄之,837,0.718750,酒,顧我酒狂久
line,29750,2479,司徒令公分守東洛移鎮北都一心勤王三月成政形容盛德實在歌詩况辱知音敢不先唱輒奉五言四十韻寄獻以抒下情,837,0.718750,刀,虯鬚捧佩刀
line,28823,2379,詠老贈夢得,837,0.717285,杖,有時扶杖出
line,29705,2479,司徒令公分守東洛移鎮北都一心勤王三月成政形容盛德實在歌詩况辱知音敢不先唱輒奉五言四十韻寄獻以抒下情,837,0.717285,臺,天上中台正
line,25715,2109,酬思黯相公見過弊居戲贈,837,0.716309,慶遺,恐君囅然咍
line,27345,2196,狂言示諸侄,837,0.715332,擇交,不敢論他人
line,29759,2479,司徒令公分守東洛移鎮北都一心勤王三月成政形容盛德實在歌詩况辱知音敢不先唱輒奉五言四十韻寄獻以抒下情,837,0.714844,報德,應忘報國勞
line,25696,2109,酬思黯相公見過弊居戲贈,837,0.714355,馬,軒蓋光照地
line,28819,2379,詠老贈夢得,837,0.713379,夫婦,與君俱老也
line,29738,2479,司徒令公分守東洛移鎮北都一心勤王三月成政形容盛德實在歌詩况辱知音敢不先唱輒奉五言四十韻寄獻以抒下情,837,0.713379,幕府,賓僚儼雋髦
line,31331,2664,和思黯居守獨飲偶醉見示六韻時夢得和篇先成頗爲麗絶因添兩韻繼而美之,838,0.797363,酒,朱顔忽已酡
line,29923,2490,閑適,838,0.796387,奢侈,肥馬輕裘還粗有
line,30245,2526,自詠,838,0.791016,屏風,將我畫屏風
line,29948,2495,戲贈夢得兼呈思黯,838,0.782715,《春秋》,《傳》曰
line,31365,2666,櫻桃花下有感而作,838,0.777832,貢獻,皆有所屬
line,31405,2668,新沐浴,838,0.771484,天,孰知其所由
line,31434,2670,自題小園,838,0.769531,水,池乃爲魚鑿
line,30358,2540,自罷河南已換七尹每一入府悵然舊遊因宿内廳偶題西壁兼呈韋尹常侍,838,0.766602,賔主,主人留宿定
line,31290,2661,遊平泉宴浥澗宿香山石樓贈座客,838,0.764648,燈燭,勸我令秉燭
line,31400,2668,新沐浴,838,0.764160,貧,窮途絶粮客
line,30322,2538,三年冬隨事鋪設小堂寢處稍似穩暖因念衰病偶吟所懷,838,0.759766,堂,中堂不甚卑
line,31266,2660,小閣閑坐,838,0.757812,雞,遠見飛鳥還
line,30018,2503,酬夢得以予五月長齋延僧徒絶賓友見戲十韻,838,0.754395,蟬,林靜未蟬鳴
line,30176,2517,雨後秋凉,838,0.754395,扇,團扇先辭手
line,31381,2667,洗竹,838,0.750000,言語,而令糞土辱
line,30051,2505,又和令公新開龍泉晉水二池,838,0.749023,閣,樓閣在中央
line,29950,2495,戲贈夢得兼呈思黯,838,0.748535,父子,無能爲也
line,30015,2503,酬夢得以予五月長齋延僧徒絶賓友見戲十韻,838,0.748047,館驛,賓客懶逢迎
line,30030,2503,酬夢得以予五月長齋延僧徒絶賓友見戲十韻,838,0.747559,食,不唯忘肉味
line,30335,2538,三年冬隨事鋪設小堂寢處稍似穩暖因念衰病偶吟所懷,838,0.746582,蠶桑,由來蠶老後
line,31426,2670,自題小園,838,0.746582,賔主,但鬭爲主人
line,30265,2529,慕巢尚書書云室人欲爲買置一歌者非所安也以詩相報因而和之,838,0.746094,美婦人,南國須求一兩人
line,29999,2500,自題酒庫,838,0.745117,酒,酒庫不曾空
line,31310,2663,夏日閑放,838,0.743652,傲慢,閑傲得自恣
line,31351,2665,和夢得洛中早春見贈七韻,838,0.743652,齋,此日出齋
line,31377,2667,洗竹,838,0.739746,奴婢,迴頭語僮僕
line,31374,2667,洗竹,838,0.739258,宮殿,青青復籊籊
line,31305,2663,夏日閑放,838,0.737305,伏日,時暑不出門
line,31429,2670,自題小園,838,0.737305,僭,列在都城内
line,29949,2495,戲贈夢得兼呈思黯,838,0.736816,老,“今老矣
line,31272,2660,小閣閑坐,838,0.735840,駱駝,求閑而得閑
line,31413,2669,三年除夜,838,0.732422,贄,次第來稱觴
line,29907,2488,洛下雪中頻與劉李二賓客宴集因寄汴州李尚書,838,0.731445,雪,水南水北雪紛紛
line,30269,2529,慕巢尚書書云室人欲爲買置一歌者非所安也以詩相報因而和之,838,0.731445,金,買笑黄金莫訴貧
line,29938,2493,新歲贈夢得,838,0.730469,違離,已喜更加年
line,29992,2500,自題酒庫,838,0.730469,鶴,野鶴一辭籠
line,31264,2660,小閣閑坐,838,0.730469,風,清風生其間
line,31336,2664,和思黯居守獨飲偶醉見示六韻時夢得和篇先成頗爲麗絶因添兩韻繼而美之,838,0.729980,玉,金石相磨戞
line,29937,2493,新歲贈夢得,838,0.729492,食,漸衰宜減食
line,30324,2538,三年冬隨事鋪設小堂寢處稍似穩暖因念衰病偶吟所懷,838,0.729492,夫婦,足以貯妻兒
line,30049,2505,又和令公新開龍泉晉水二池,838,0.724121,雁,“方塘含白水
line,30181,2517,雨後秋凉,838,0.724121,貧,貧閑老瘦人
line,31265,2660,小閣閑坐,838,0.724121,蟬,靜聞新蟬鳴
line,30098,2508,奉和思黯相公以李蘇州所寄太湖石奇狀絶倫因題二十韻見示兼呈夢得,838,0.723145,美婦人,在世爲尤物
line,30074,2508,奉和思黯相公以李蘇州所寄太湖石奇狀絶倫因題二十韻見示兼呈夢得,838,0.721191,嵩山,錯落復崔嵬
line,31438,2670,自題小園,838,0.721191,幕府,親賓有時會
line,29919,2490,閑適,838,0.720215,俸禄,祿俸優饒官不卑
line,31314,2663,夏日閑放,838,0.720215,魚,魚肉一兩味
line,31329,2664,和思黯居守獨飲偶醉見示六韻時夢得和篇先成頗爲麗絶因添兩韻繼而美之,838,0.719727,箏,絃吟玉柱品
line,30002,2500,自題酒庫,838,0.718262,酒,”以一醉爲富也
line,31286,2661,遊平泉宴浥澗宿香山石樓贈座客,838,0.716797,草,醉藉春草綠
line,30019,2503,酬夢得以予五月長齋延僧徒絶賓友見戲十韻,838,0.715820,修廢祭,葷血還休食
line,31391,2668,新沐浴,838,0.715820,天子食,次舉粥一甌
line,29930,2491,戲答思黯,838,0.715332,鏡,鏡中照出月中仙
line,30344,2539,初冬即事呈夢得,838,0.714844,寬恕,希君恕我取人寬
line,29922,2490,閑適,838,0.713867,造酒,雨雪寒供飲宴時
line,29964,2496,早春憶遊思黯南莊因寄長句,838,0.713867,冰,冰消見水多於地
line,31399,2668,新沐浴,838,0.713867,行旅,何人羈旅遊
line,31470,2672,戒藥,839,0.798828,道教,域中有真道
line,30581,2571,酬夢得貧居詠懷見贈,839,0.787109,冨,“瞻烏爰止
line,30591,2571,酬夢得貧居詠懷見贈,839,0.777832,俸禄,祿俸略同
line,30620,2576,見敏中初到邠寧秋日登城樓詩詩中頗多鄉思因以寄和,839,0.765137,原隰,蕭條正值秋
line,30426,2548,酬夢得比萱草見贈,839,0.764648,雜草,萱草解忘憂
line,30424,2547,書事詠懷,839,0.761230,冨,亦恐涉無厭
line,30410,2547,書事詠懷,839,0.757812,貧,雖貧豈敢嫌
line,31442,2671,病中宴坐,839,0.755859,酒,有酒病不飲
line,30440,2549,問皇甫十,839,0.753418,博棊,勝負兩如何
line,31217,2657,春日閑居三首其一,839,0.750488,人餓,飢來恣餐歠
line,31466,2672,戒藥,839,0.746094,冨,以之資嗜慾
line,31465,2672,戒藥,839,0.743652,醫,藥誤者多矣
line,31207,2657,春日閑居三首其一,839,0.742676,琴,屋中有琴書
line,30422,2547,書事詠懷,839,0.737793,食,狂於飲不廉
line,30420,2547,書事詠懷,839,0.737305,閏月,是年閏正月也
line,30409,2547,書事詠懷,839,0.736328,俸禄,官俸將生計
line,30569,2569,歲暮病懷贈夢得,839,0.733398,舉薦,相過亦不要他人
line,30597,2572,酬夢得見喜疾瘳,839,0.728516,冨,《傳》云
line,31209,2657,春日閑居三首其一,839,0.725586,母子,是時三月半
line,30595,2572,酬夢得見喜疾瘳,839,0.725098,對見,病醉睡相和
line,30627,2577,齋戒,839,0.724121,沐,每因齋戒斷葷腥
line,30383,2543,白髮,839,0.723633,春,其餘便被春收拾
line,30463,2554,病中詩十五首初病風,839,0.719238,百工,朽株難免蠹
line,30576,2570,雪後過集賢裴令公舊宅有感,839,0.718750,雁,唯有蕭條雁
line,31468,2672,戒藥,839,0.715820,天,天人陰隲間
line,31471,2672,戒藥,839,0.714844,言語,所説不如此
line,30840,2602,宣州崔大夫閣老忽以近詩數十首見示吟諷之下竊有所喜因成長句寄贈郡齋,840,0.850586,屋室,“窗中列遠岫
line,30894,2608,和楊尚書罷相後夏日遊永安水亭兼招本曹楊侍郎同行,840,0.804688,舟,巨川濟了作虛舟
line,30885,2607,老病幽獨偶吟所懷,840,0.762695,貴,“是身如浮雲也
line,31635,2680,閑題家池寄王屋張道士,840,0.761230,道士,五千言下悟
line,30829,2601,時熱少見客因詠所懷,840,0.759277,死,露牀青篾簟
line,32742,2783,喜老自嘲,840,0.758789,裘,裘輕披白氎
line,30838,2602,宣州崔大夫閣老忽以近詩數十首見示吟諷之下竊有所喜因成長句寄贈郡齋,840,0.753418,屋室,虛教遠岫列窗間
line,30846,2602,宣州崔大夫閣老忽以近詩數十首見示吟諷之下竊有所喜因成長句寄贈郡齋,840,0.752441,苑囿,並見《文選》中
line,30836,2602,宣州崔大夫閣老忽以近詩數十首見示吟諷之下竊有所喜因成長句寄贈郡齋,840,0.750977,筆硯,郡閣寥寥筆硯閑
line,30853,2603,足疾,840,0.750000,檄,應須學取陶彭澤
line,30657,2581,病入新正,840,0.749512,老,是身老所逼
line,31628,2680,閑題家池寄王屋張道士,840,0.748047,天,要路多險艱
line,31632,2680,閑題家池寄王屋張道士,840,0.740723,酒,有酒酡吾顔
line,30745,2591,春晚詠懷贈皇甫朗之,840,0.733398,休假,少處兼遭病折磨
line,30825,2601,時熱少見客因詠所懷,840,0.733398,熱,况當時熱甚
line,32724,2781,新秋夜雨,840,0.730957,冬,蟋蟀暮啾啾
line,31631,2680,閑題家池寄王屋張道士,840,0.728027,食,有食適吾口
line,31638,2680,閑題家池寄王屋張道士,840,0.725586,直,貴者我不攀
line,31625,2680,閑題家池寄王屋張道士,840,0.724121,道路,進不趨要路
line,30834,2601,時熱少見客因詠所懷,840,0.722168,改過,此事久知非
line,30899,2609,在家出家,840,0.718262,隠逸,衣食支分婚嫁畢
line,32751,2783,喜老自嘲,840,0.718262,恤老,可謂盡天年
line,30852,2603,足疾,840,0.715332,祖孫,兼無身後子孫憂
line,32735,2782,春眠,840,0.715332,寢,時時暫到睡中來
line,30862,2604,晚池汎舟遇景成詠贈呂處士,840,0.714355,魚,同把磻溪舊釣竿
line,30919,2611,繼之尚書自余病來寄遺非一又蒙覽醉吟先生傳題詩以美之今以此篇用伸酬謝,840,0.714355,貴,獨知我者是尚書
line,31980,2694,春池閑汎,841,0.837402,雁,雲行雁弟兄
line,32012,2698,和敏中洛下即事,841,0.808105,草,昨日池塘春草生
line,31573,2677,官俸初罷親故見憂以詩諭之,841,0.805664,食,未至食藜藿
line,31098,2644,雪暮偶與夢得同致仕裴賓客王尚書飲,841,0.804688,狼,合三百餘歲
line,31560,2677,官俸初罷親故見憂以詩諭之,841,0.795410,大夫,乘軒已多慚
line,31564,2677,官俸初罷親故見憂以詩諭之,841,0.789062,冨,豈以貧是憂
line,31489,2674,逸老,841,0.782227,過好,適時即爲好
line,31505,2674,逸老,841,0.775391,苑囿,樂於魚在藻
line,31569,2677,官俸初罷親故見憂以詩諭之,841,0.774902,熱,雲心無所著
line,32126,2711,雪夜小飲贈夢得,841,0.773926,海,曾看東海變桑田
line,31539,2675,遇物感興因示子弟,841,0.773438,剛,强弱剛柔間
line,31535,2675,遇物感興因示子弟,841,0.757324,柔,不得全柔弱
line,32114,2710,偶吟,841,0.756836,行旅,是《楚詞》也
line,31670,2681,李盧二中丞各創山居俱誇勝絶然去城稍遠來往頗勞弊居新泉實在宇下偶題十五韻聊戲二君,841,0.755371,葬,請君先到此
line,31558,2677,官俸初罷親故見憂以詩諭之,841,0.751953,少傅,七年爲少傅
line,31529,2675,遇物感興因示子弟,841,0.748535,剛,不可苦剛强
line,31578,2677,官俸初罷親故見憂以詩諭之,841,0.745117,舟,信風舟不繫
line,31537,2675,遇物感興因示子弟,841,0.744629,恐懼,此未免憂患平聲
line,31653,2681,李盧二中丞各創山居俱誇勝絶然去城稍遠來往頗勞弊居新泉實在宇下偶題十五韻聊戲二君,841,0.744629,軍資糧,脂轄復裹糧
line,31612,2679,亭西牆下伊渠水中置石激流潺湲成韻頗有幽趣以詩記之,841,0.741211,倉廩,流入洛陽城
line,31671,2681,李盧二中丞各創山居俱誇勝絶然去城稍遠來往頗勞弊居新泉實在宇下偶題十五韻聊戲二君,841,0.738770,溪,願以潺湲聲
line,31593,2678,閑居偶吟招鄭庶子皇甫郎中,841,0.737793,好客,焉用車馬客
line,31654,2681,李盧二中丞各創山居俱誇勝絶然去城稍遠來往頗勞弊居新泉實在宇下偶題十五韻聊戲二君,841,0.735352,土功,心力頗勞止
line,31497,2674,逸老,841,0.731445,戲謔,所得亦不少
line,32410,2749,昨日復今辰,841,0.728516,杯,螺杯中有物
line,31055,2638,題崔少尹上林坊新居,841,0.727539,食饮,若能爲客烹雞黍
line,31620,2679,亭西牆下伊渠水中置石激流潺湲成韻頗有幽趣以詩記之,841,0.727539,聽,亦不要人聽
line,31074,2641,楊六尚書頻寄新詩詩中多有思閑相就之志因書鄙意報而諭之,841,0.726562,印綬,身健正宜金印綬
line,31617,2679,亭西牆下伊渠水中置石激流潺湲成韻頗有幽趣以詩記之,841,0.726562,樓,終日臨大道
line,31071,2640,對酒有懷寄李十九郎中,841,0.725586,雲,”今故云
line,31041,2637,旱熱,841,0.724609,雀,籬喧飢有雀
line,31540,2675,遇物感興因示子弟,841,0.723633,《書》,上遵周孔訓
line,31991,2695,池上寓興二絶其一,841,0.723633,冰,獺捕魚來魚躍出
line,31054,2638,題崔少尹上林坊新居,841,0.723145,魚,沿洄十里汎漁舟
line,32113,2710,偶吟,841,0.723145,衣服,荷衣﹑蕙帶
