unit_id,granularity,poem_id,卷,集类,集类号,诗类,题目,小序,组诗题,source_indices,reconstruction_mode,编号,作年,poem_source,注释引书_归一书名,初学记艺文类聚共同典源_归一书名,初学记艺文类聚共同典源_数量,是否涉及初学记艺文类聚共同典源,引文片段级共同典源_归一书名,引文片段级共同典源_数量,是否涉及引文片段级共同典源,verse_count,line_count,text,embedding_text,embedding_chars
2328,poem,2328,卷三十二,,,律詩,對晚開夜合花贈皇甫郎中,,,2328,revised_jsonl_direct,2329,834,revised_jsonl,笺；池上清晨候皇甫郎中,,0,False,,0,False,1,8,"移晚校一月
花遲過半年
紅開杪秋日
翠合欲昏天
白露滴不死
凉風吹更鮮
後時誰肯顧
唯我與君憐","對晚開夜合花贈皇甫郎中移晚校一月
花遲過半年
紅開杪秋日
翠合欲昏天
白露滴不死
凉風吹更鮮
後時誰肯顧
唯我與君憐",58
2329,poem,2329,卷三十二,,,律詩,醉遊平泉,,,2329,revised_jsonl_direct,2330,834,revised_jsonl,笺；秋游平泉赠韦处士闲禅师,,0,False,,0,False,1,4,"狂歌箕踞酒樽前
眼不看人面向天
洛客最閑唯有我
一年四度到平泉","醉遊平泉狂歌箕踞酒樽前
眼不看人面向天
洛客最閑唯有我
一年四度到平泉",35
2330,poem,2330,卷三十二,,,律詩,題贈平泉韋徵君拾遺,,,2330,revised_jsonl_direct,2331,834,revised_jsonl,笺；赠韦处士六年夏大热旱；因严亭；见萧侍御忆旧山草堂诗因以继和,,0,False,,0,False,1,8,"箕潁千年後
唯君得古風
位留丹陛上
身入白雲中
躁靜心相背
高低跡不同
籠雞與梁燕
不信有冥鴻","題贈平泉韋徵君拾遺箕潁千年後
唯君得古風
位留丹陛上
身入白雲中
躁靜心相背
高低跡不同
籠雞與梁燕
不信有冥鴻",56
2331,poem,2331,卷三十二,,,律詩,酬皇甫郎中對新菊花見憶,,,2331,revised_jsonl_direct,2332,834,revised_jsonl,笺；池上清晨候皇甫郎中；八月十五夜闻崔大员外翰林独直对酒玩月因怀禁中清景偶题是诗,,0,False,,0,False,1,8,"愛菊高人吟逸韻
悲秋病客感衰懷
黄花助興方攜酒
紅葉添愁正滿階
居士葷腥今已斷
仙郎杯杓爲誰排
愧君相憶東籬下
擬廢重陽一日齋","酬皇甫郎中對新菊花見憶愛菊高人吟逸韻
悲秋病客感衰懷
黄花助興方攜酒
紅葉添愁正滿階
居士葷腥今已斷
仙郎杯杓爲誰排
愧君相憶東籬下
擬廢重陽一日齋",74
2332,poem,2332,卷三十二,,,律詩,夜宴醉後留獻裴侍中,,,2332,revised_jsonl_direct,2333,834,revised_jsonl,笺；奉酬侍中夏中雨后游城南庄见示八韵；唐摭言；杨柳枝词；候仙亭同诸客醉坐,,0,False,,0,False,1,8,"九燭臺前十二姝
主人留醉任歡娛
翩翻舞袖雙飛蝶
宛轉歌聲一索珠
坐久欲醒還酩酊
夜深初散又踟躕
南山賓客東山妓
此會人間曾有無","夜宴醉後留獻裴侍中九燭臺前十二姝
主人留醉任歡娛
翩翻舞袖雙飛蝶
宛轉歌聲一索珠
坐久欲醒還酩酊
夜深初散又踟躕
南山賓客東山妓
此會人間曾有無",72
2333,poem,2333,卷三十二,,,律詩,和韋庶子遠坊赴宴未夜先歸之作兼呈裴員外,,,2333,revised_jsonl_direct,2334,834,revised_jsonl,笺；初夏闲吟兼呈韦宾客；开成二年三月三日河南尹李待价以人和岁稔将禊于洛滨；杨柳枝词八首；卢侍御小妓乞诗座上留赠,,0,False,,0,False,1,8,"促席留歡日未曛
遠坊歸思已紛紛
無妨按轡行乘月
何必逃杯走似雲
銀燭忍抛楊柳曲
金鞍潛送石榴裙
到時常晚歸時早
笑樂三分校一分","和韋庶子遠坊赴宴未夜先歸之作兼呈裴員外促席留歡日未曛
遠坊歸思已紛紛
無妨按轡行乘月
何必逃杯走似雲
銀燭忍抛楊柳曲
金鞍潛送石榴裙
到時常晚歸時早
笑樂三分校一分",82
2334,poem,2334,卷三十二,,,律詩,集賢池答侍中問,,,2334,revised_jsonl_direct,2335,834,revised_jsonl,笺；裴侍中晋公以集贤林亭即事诗二十六韵见赠猥蒙征和才拙词繁辄广为五百言以伸酬献；奉酬侍中夏中雨后游城南庄见示八韵,,0,False,,0,False,1,4,"主人晚入皇城宿
問客徘徊何所須
池月幸閑無用處
今宵能借客遊無","集賢池答侍中問主人晚入皇城宿
問客徘徊何所須
池月幸閑無用處
今宵能借客遊無",38
2335,poem,2335,卷三十二,,,律詩,楊柳枝二十韻,,,2335,revised_jsonl_direct,2336,834,revised_jsonl,笺；杨柳枝词八首；柘枝妓；胡旋女；诗；世说新语；杨柳枝；王中丞宅夜观舞胡腾；观杭州柘枝；答姨兄胡灵之见寄五十韵；江南闻新曲；词源；降黄龙；花十六；三台；和友人洛中春感；杏园中枣树；琵琶引,诗,1,True,,0,False,1,40,"小妓攜桃葉
新歌蹋柳枝
妝成剪燭後
醉起拂衫時
繡履嬌行緩
花筵笑上遲
身輕委迴雪
羅薄透凝脂
笙引簧頻煖
箏催柱數移
樂童翻怨調
才子與妍詞
便想人如樹
先將髮比絲
風條摇兩帶
烟葉帖雙眉
口動櫻桃破
鬟低翡翠垂
枝柔腰嫋娜
荑嫩手葳蕤
唳鶴晴呼侶
哀猿夜叫兒
玉敲音歷歷
珠貫字纍纍
袖爲收聲點
釵因赴節遺
重重遍頭别
一一拍心知
塞北愁攀折
江南苦别離
黄遮金谷岸
綠映杏園池
春惜芳華好
秋憐顔色衰
取來歌裏唱
勝向笛中吹
曲罷那能别
情多不自持
纏頭無别物
一首斷腸詩","楊柳枝二十韻小妓攜桃葉
新歌蹋柳枝
妝成剪燭後
醉起拂衫時
繡履嬌行緩
花筵笑上遲
身輕委迴雪
羅薄透凝脂
笙引簧頻煖
箏催柱數移
樂童翻怨調
才子與妍詞
便想人如樹
先將髮比絲
風條摇兩帶
烟葉帖雙眉
口動櫻桃破
鬟低翡翠垂
枝柔腰嫋娜
荑嫩手葳蕤
唳鶴晴呼侶
哀猿夜叫兒
玉敲音歷歷
珠貫字纍纍
袖爲收聲點
釵因赴節遺
重重遍頭别
一一拍心知
塞北愁攀折
江南苦别離
黄遮金谷岸
綠映杏園池
春惜芳華好
秋憐顔色衰
取來歌裏唱
勝向笛中吹
曲罷那能别
情多不自持
纏頭無别物
一首斷腸詩",245
2336,poem,2336,卷三十二,,,律詩,答皇甫十郎中秋深酒熟見憶,,,2336,revised_jsonl_direct,2337,834,revised_jsonl,笺；池上清晨候皇甫郎中；蔷薇正开春酒初熟因招刘十九张大崔二十四同饮；效陶潜体诗十六首；左传；早饮湖州酒寄崔使君,左传,1,True,,0,False,1,12,"煙景冷蒼茫
秋深夜夜霜
爲思池上酌
先覺甕頭香
未暇傾巾漉
還應染指嘗
醍醐慚氣味
虎魄讓晶光
若許陪歌席
須容散道場
月終齋戒畢
猶及菊花黄","答皇甫十郎中秋深酒熟見憶煙景冷蒼茫
秋深夜夜霜
爲思池上酌
先覺甕頭香
未暇傾巾漉
還應染指嘗
醍醐慚氣味
虎魄讓晶光
若許陪歌席
須容散道場
月終齋戒畢
猶及菊花黄",83
2337,poem,2337,卷三十二,,,律詩,老去,,,2337,revised_jsonl_direct,2338,834,revised_jsonl,笺；淮南子；赠杓直；易,淮南子；易,2,True,,0,False,1,8,"老去愧妻兒
冬來有勸詞
煖寒從飲酒
衝冷少吟詩
戰勝心還壯
齋勤體校羸
由來世間法
損益合相隨","老去老去愧妻兒
冬來有勸詞
煖寒從飲酒
衝冷少吟詩
戰勝心還壯
齋勤體校羸
由來世間法
損益合相隨",49
2338,poem,2338,卷三十二,,,律詩,送宗實上人遊江南,,,2338,revised_jsonl_direct,2339,834,revised_jsonl,笺；宗实上人；华严经,,0,False,,0,False,1,4,"忽辭洛下緣何事
擬向江南住幾時
每過渡頭傷問法
無妨菩薩是船師","送宗實上人遊江南忽辭洛下緣何事
擬向江南住幾時
每過渡頭傷問法
無妨菩薩是船師",39
2339,poem,2339,卷三十二,,,律詩,和同州楊侍郎誇柘枝見寄,,,2339,revised_jsonl_direct,2340,834,revised_jsonl,笺；睡后茶兴忆杨同州；房家夜宴喜雪戏赠主人；旧唐书,,0,False,,0,False,1,4,"細吟馮翊使君詩
憶作餘杭太守時
君有一般輸我事
柘枝看校十年遲","和同州楊侍郎誇柘枝見寄細吟馮翊使君詩
憶作餘杭太守時
君有一般輸我事
柘枝看校十年遲",42
2340,poem,2340,卷三十二,,,律詩,冬初酒熟二首其一,,,2340,revised_jsonl_direct,2341,834,revised_jsonl,笺,,0,False,,0,False,1,8,"霜繁脆庭柳
風利剪池荷
月色曉彌苦
烏聲寒更多
秋懷久寥落
冬計又如何
一甕新醅酒
萍浮春水波","冬初酒熟二首其一霜繁脆庭柳
風利剪池荷
月色曉彌苦
烏聲寒更多
秋懷久寥落
冬計又如何
一甕新醅酒
萍浮春水波",55
2341,poem,2341,卷三十二,,,律詩,冬初酒熟二首其二,,,2341,revised_jsonl_direct,2342,,revised_jsonl,独酌谣；对镜；题赠郑秘书征君石沟溪隐居,,0,False,,0,False,1,8,"酒熟無來客
因成獨酌謡
人間老黄綺
地上散松喬
忽忽醒還醉
悠悠暮復朝
殘年多少在
盡付此中銷","冬初酒熟二首其二酒熟無來客
因成獨酌謡
人間老黄綺
地上散松喬
忽忽醒還醉
悠悠暮復朝
殘年多少在
盡付此中銷",55
2342,poem,2342,卷三十二,,,律詩,送姚杭州赴任因思舊遊二首其一,,,2342,revised_jsonl_direct,2343,835,revised_jsonl,笺；郡斋读书志；李公夫人吴兴姚氏墓志跋；唐集质疑；送裴大夫赴亳州；汝州举裴大夫自代状；汝州谢上表；自代状；谢上表；唐才子传校笺；姚合,,0,False,,0,False,1,8,"與君細話杭州事
爲我留心莫等閑
閭里固宜勤撫恤
樓臺亦要數躋攀
笙歌縹緲虛空裏
風月依稀夢想間
且喜詩人重管領
遥飛一盞賀江山","送姚杭州赴任因思舊遊二首其一與君細話杭州事
爲我留心莫等閑
閭里固宜勤撫恤
樓臺亦要數躋攀
笙歌縹緲虛空裏
風月依稀夢想間
且喜詩人重管領
遥飛一盞賀江山",77
2343,poem,2343,卷三十二,,,律詩,送姚杭州赴任因思舊遊二首其二,,,2343,revised_jsonl_direct,2344,,revised_jsonl,画竹歌；杭州春望,,0,False,,0,False,1,9,"渺渺錢唐路幾千
想君到後事依然
靜逢竺寺猿偷橘
閑看蘇家女採蓮
故妓數人憑問訊
新詩兩首倩留傳
舍人雖健無多興
老校當時八九年
杭民至今呼余爲白舍人","送姚杭州赴任因思舊遊二首其二渺渺錢唐路幾千
想君到後事依然
靜逢竺寺猿偷橘
閑看蘇家女採蓮
故妓數人憑問訊
新詩兩首倩留傳
舍人雖健無多興
老校當時八九年
杭民至今呼余爲白舍人",88
2344,poem,2344,卷三十二,,,律詩,寄李相公,,,2344,revised_jsonl_direct,2345,835,revised_jsonl,笺；早冬游王屋自灵都抵阳台上方望天坛偶吟成章寄温谷周尊师中书李相公；旧唐书,,0,False,,0,False,1,4,"漸老只謀歡
雖貧不要官
唯求造化力
試爲駐春看","寄李相公漸老只謀歡
雖貧不要官
唯求造化力
試爲駐春看",27
2345,poem,2345,卷三十二,,,律詩,冬日平泉路晚歸,,,2345,revised_jsonl_direct,2346,834,revised_jsonl,笺；醉游平泉,,0,False,,0,False,1,4,"山路難行日易斜
煙村霜樹欲棲鵶
夜歸不到應閑事
熱飲三杯即是家","冬日平泉路晚歸山路難行日易斜
煙村霜樹欲棲鵶
夜歸不到應閑事
熱飲三杯即是家",38
2346,poem,2346,卷三十二,,,律詩,利仁北街作,,,2346,revised_jsonl_direct,2347,835,revised_jsonl,笺；唐两京城坊考；唐故通议大夫和州刺史吴郡张公神道碑铭；白氏文集,,0,False,,0,False,1,4,"草色斑斑春雨晴
利仁坊北面西行
踟躕立馬緣何事
認得張家歌吹聲","利仁北街作草色斑斑春雨晴
利仁坊北面西行
踟躕立馬緣何事
認得張家歌吹聲",36
2347,poem,2347,卷三十二,,,律詩,洛陽堰閑行,,,2347,revised_jsonl_direct,2348,835,revised_jsonl,笺；邵氏闻见录；永乐大典；河南志；唐两京城坊考,,0,False,,0,False,1,4,"洛陽堰上新晴日
長夏門前欲暮春
遇酒即沽逢樹歇
七年此地作閑人","洛陽堰閑行洛陽堰上新晴日
長夏門前欲暮春
遇酒即沽逢樹歇
七年此地作閑人",36
2348,poem,2348,卷三十二,,,律詩,過永寧,,,2348,revised_jsonl_direct,2349,835,revised_jsonl,笺；旧唐书,,0,False,,0,False,1,4,"村杏野桃繁似雪
行人不醉爲誰開
賴逢山縣盧明府
引我花前勸一杯","過永寧村杏野桃繁似雪
行人不醉爲誰開
賴逢山縣盧明府
引我花前勸一杯",34
2349,poem,2349,卷三十二,,,律詩,往年稠桑驛曾喪白馬題詩廳壁今來尚存又復感懷更題絶句,,,2349,revised_jsonl_direct,2350,835,revised_jsonl,笺；有小白马乘驭多时奉使东行至稠桑驿溘然而毙足可惊伤不能忘情题二十韵,,0,False,,0,False,1,4,"路傍埋骨蒿草合
壁上題詩塵蘚生
馬死七年猶悵望
自知無乃太多情","往年稠桑驛曾喪白馬題詩廳壁今來尚存又復感懷更題絶句路傍埋骨蒿草合
壁上題詩塵蘚生
馬死七年猶悵望
自知無乃太多情",56
2350,poem,2350,卷三十二,,,律詩,羅敷水,,,2350,revised_jsonl_direct,2351,835,revised_jsonl,笺；过敷水,,0,False,,0,False,1,4,"野店東頭花落處
一條流水號羅敷
芳魂艷骨知何在
春草茫茫墓亦無","羅敷水野店東頭花落處
一條流水號羅敷
芳魂艷骨知何在
春草茫茫墓亦無",34
2351,poem,2351,卷三十二,,,律詩,路逢青州王大夫赴鎮立馬贈别,,,2351,revised_jsonl_direct,2352,835,revised_jsonl,笺；唐故监察御史赠尚书右仆射王公神道碑铭；旧唐书；凉公从叔春祭广利王庙；送樊琯司业归朝,,0,False,,0,False,1,11,"火旆擁金羈
書生得者稀
何勞問官職
豈不見光輝
赫赫人爭看
翩翩馬欲飛
不欺前歲尹
駐節語依依
前年春
予爲河南尹
王爲少尹","路逢青州王大夫赴鎮立馬贈别火旆擁金羈
書生得者稀
何勞問官職
豈不見光輝
赫赫人爭看
翩翩馬欲飛
不欺前歲尹
駐節語依依
前年春
予爲河南尹
王爲少尹",75
2352,poem,2352,卷三十二,,,律詩,宿酲,,,2352,revised_jsonl_direct,2353,835,revised_jsonl,笺；裴侍中晋公以集贤林亭即事诗二十六韵见赠猥蒙征和才拙词繁辄广为五百言以伸酬献,,0,False,,0,False,1,8,"夜飲歸常晚
朝眠起更遲
舉頭中酒後
引手索茶時
拂枕青長袖
欹簪白接䍦
宿酲無興味
先是肺神知","宿酲夜飲歸常晚
朝眠起更遲
舉頭中酒後
引手索茶時
拂枕青長袖
欹簪白接䍦
宿酲無興味
先是肺神知",49
2353,poem,2353,卷三十二,,,律詩,和劉汝州酬侍中見寄長句因書集賢坊勝事戲而問之,,,2353,revised_jsonl_direct,2354,835,revised_jsonl,笺；汝洛集引；汝州谢上表；旧唐书；奉酬侍中夏中雨后游城南庄见示八韵；题周皓大夫新亭子二十二韵,,0,False,,0,False,1,10,"洛川汝海封畿接
履道集賢來往頻
一復時程雖不遠
百餘步地更相親
汝去洛程一宿
履道﹑集賢兩宅相去一百三十步
朱門陪宴多投轄
青眼留歡任吐茵
聞道郡齋還有酒
風前月下對何人","和劉汝州酬侍中見寄長句因書集賢坊勝事戲而問之洛川汝海封畿接
履道集賢來往頻
一復時程雖不遠
百餘步地更相親
汝去洛程一宿
履道﹑集賢兩宅相去一百三十步
朱門陪宴多投轄
青眼留歡任吐茵
聞道郡齋還有酒
風前月下對何人",107
2354,poem,2354,卷三十二,,,律詩,池上二絶其一,,,2354,revised_jsonl_direct,2355,835,revised_jsonl,笺,,0,False,,0,False,1,4,"山僧對棋坐
局上竹陰清
映竹無人見
時聞下子聲","池上二絶其一山僧對棋坐
局上竹陰清
映竹無人見
時聞下子聲",29
2355,poem,2355,卷三十二,,,律詩,池上二絶其二,,,2355,revised_jsonl_direct,2356,,revised_jsonl,,,0,False,,0,False,1,4,"小娃撐小艇
偷採白蓮迴
不解藏蹤跡
浮萍一道開","池上二絶其二小娃撐小艇
偷採白蓮迴
不解藏蹤跡
浮萍一道開",29
2356,poem,2356,卷三十二,,,律詩,白羽扇,,,2356,revised_jsonl_direct,2357,835,revised_jsonl,笺；世说新语,,0,False,,0,False,1,12,"素是自然色
圓因裁製功
颯如松起籟
飄似鶴翻空
盛夏不銷雪
終年無盡風
引秋生手裏
藏月入懷中
麈尾斑非疋
蒲葵陋不同
何人稱相對
清瘦白鬚翁","白羽扇素是自然色
圓因裁製功
颯如松起籟
飄似鶴翻空
盛夏不銷雪
終年無盡風
引秋生手裏
藏月入懷中
麈尾斑非疋
蒲葵陋不同
何人稱相對
清瘦白鬚翁",74
2357,poem,2357,卷三十二,,,律詩,五月齋戒罷宴撤樂聞韋賓客皇甫郎中飲會亦稀又知欲攜酒饌出齋先以長句呈謝,,,2357,revised_jsonl_direct,2358,835,revised_jsonl,笺；初夏闲吟兼呈韦宾客；池上清晨候皇甫郎中；世说新语；续晋阳秋,,0,False,,0,False,1,8,"妓房匣鏡滿紅埃
酒庫封瓶生綠苔
居士爾時緣護戒
車公何事亦停杯
散齋香火今朝散
開素盤筵後日開
隨意往還君莫怪
坐禪僧去飲徒來","五月齋戒罷宴撤樂聞韋賓客皇甫郎中飲會亦稀又知欲攜酒饌出齋先以長句呈謝妓房匣鏡滿紅埃
酒庫封瓶生綠苔
居士爾時緣護戒
車公何事亦停杯
散齋香火今朝散
開素盤筵後日開
隨意往還君莫怪
坐禪僧去飲徒來",97
2358,poem,2358,卷三十二,,,律詩,閑園獨賞,,,2358,revised_jsonl_direct,2359,835,revised_jsonl,笺；南柯太守传；太平广记；异闻集；淳于棼；唐国史补；鸡眼；苗登；南柯太守；山堂肆考；青陵台；搜神记；太平御览；韩朋赋；格致镜原；阴阳变化录；喻道论；反鲍明远白头吟；楞严经,搜神记,1,True,,0,False,1,16,"午後郊園靜
晴來景物新
雨添山氣色
風借水精神
永日若爲度
獨遊何所親
仙禽狎君子
芳樹倚佳人
蟻鬭王爭穴
蝸移舍逐身
蝶雙知伉儷
蜂分見君臣
蠢蠕形雖小
逍遥性即均
不知鵬與鷃
相去幾微塵","閑園獨賞午後郊園靜
晴來景物新
雨添山氣色
風借水精神
永日若爲度
獨遊何所親
仙禽狎君子
芳樹倚佳人
蟻鬭王爭穴
蝸移舍逐身
蝶雙知伉儷
蜂分見君臣
蠢蠕形雖小
逍遥性即均
不知鵬與鷃
相去幾微塵",99
2359,poem,2359,卷三十二,,,律詩,種柳三詠其一,,,2359,revised_jsonl_direct,2360,835,revised_jsonl,笺；暮归,,0,False,,0,False,1,6,"白頭種松桂
早晚見成林
不及栽楊柳
明年便有陰
春風爲催促
副取老人心","種柳三詠其一白頭種松桂
早晚見成林
不及栽楊柳
明年便有陰
春風爲催促
副取老人心",41
2360,poem,2360,卷三十二,,,律詩,種柳三詠其二,,,2360,revised_jsonl_direct,2361,,revised_jsonl,不准拟二首,,0,False,,0,False,1,6,"從君種楊柳
夾水意如何
准擬三年後
青絲拂綠波
仍教小樓上
對唱楊枝歌","種柳三詠其二從君種楊柳
夾水意如何
准擬三年後
青絲拂綠波
仍教小樓上
對唱楊枝歌",41
2361,poem,2361,卷三十二,,,律詩,種柳三詠其三,,,2361,revised_jsonl_direct,2362,,revised_jsonl,山石榴寄元九；西溪丛语,,0,False,,0,False,1,6,"更想五年後
千千條麴塵
路旁深映月
樓上闇藏春
愁殺閑遊客
聞歌不見人","種柳三詠其三更想五年後
千千條麴塵
路旁深映月
樓上闇藏春
愁殺閑遊客
聞歌不見人",41
2362,poem,2362,卷三十二,,,律詩,偶吟,,,2362,revised_jsonl_direct,2363,835,revised_jsonl,笺；旧唐书；唐方镇年表,,0,False,,0,False,1,8,"好官病免曾三度
散地歸休已七年
老自退閑非世棄
貧蒙强健是天憐
韋荆南去留春服
王侍中來乞酒錢
便得一年生計足
與君美食復甘眠","偶吟好官病免曾三度
散地歸休已七年
老自退閑非世棄
貧蒙强健是天憐
韋荆南去留春服
王侍中來乞酒錢
便得一年生計足
與君美食復甘眠",65
2363,poem,2363,卷三十二,,,律詩,池上即事,,,2363,revised_jsonl_direct,2364,835,revised_jsonl,笺,,0,False,,0,False,1,8,"移牀避日依松竹
解帶當風掛薜蘿
鈿砌池心綠蘋合
粉開花面白蓮多
久陰新霽宜絲管
苦熱初凉入綺羅
家醖瓶空人客絶
今宵爭奈月明何","池上即事移牀避日依松竹
解帶當風掛薜蘿
鈿砌池心綠蘋合
粉開花面白蓮多
久陰新霽宜絲管
苦熱初凉入綺羅
家醖瓶空人客絶
今宵爭奈月明何",67
2364,poem,2364,卷三十二,,,律詩,南塘暝興,,,2364,revised_jsonl_direct,2365,835,revised_jsonl,笺,,0,False,,0,False,1,8,"水色昏猶白
霞光暗漸無
風荷摇破扇
波月動連珠
蟋蟀啼相應
鴛鴦宿不孤
小僮頻報夜
歸步尚踟躕","南塘暝興水色昏猶白
霞光暗漸無
風荷摇破扇
波月動連珠
蟋蟀啼相應
鴛鴦宿不孤
小僮頻報夜
歸步尚踟躕",51
2365,poem,2365,卷三十二,,,律詩,小宅,,,2365,revised_jsonl_direct,2366,835,revised_jsonl,笺；小园赋；五柳先生传,,0,False,,0,False,1,8,"小宅里閭接
疏籬雞犬通
渠分南港水
窗借北家風
庾信園殊小
陶潛屋不豐
何勞問寬窄
寬窄在心中","小宅小宅里閭接
疏籬雞犬通
渠分南港水
窗借北家風
庾信園殊小
陶潛屋不豐
何勞問寬窄
寬窄在心中",49
2366,poem,2366,卷三十二,,,律詩,諭親友,,,2366,revised_jsonl_direct,2367,835,revised_jsonl,笺,,0,False,,0,False,1,8,"適情處處皆安樂
大底園林勝市朝
煩鬧榮華猶易過
優閑福祿更難銷
自憐老大宜疏散
却被交親歎寂寥
終日相逢不相見
兩心相去一何遥","諭親友適情處處皆安樂
大底園林勝市朝
煩鬧榮華猶易過
優閑福祿更難銷
自憐老大宜疏散
却被交親歎寂寥
終日相逢不相見
兩心相去一何遥",66
2367,poem,2367,卷三十二,,,律詩,龍門送别皇甫澤州赴任韋山人南遊,,,2367,revised_jsonl_direct,2368,835,revised_jsonl,笺；唐文续拾；金刚经幢记；题赠平泉韦征君拾遗；和微之春日投简阳明洞天五十韵,,0,False,,0,False,1,4,"隼旟歸洛知何日
鶴駕還嵩莫過春
惆悵香山雲水冷
明朝便是獨遊人","龍門送别皇甫澤州赴任韋山人南遊隼旟歸洛知何日
鶴駕還嵩莫過春
惆悵香山雲水冷
明朝便是獨遊人",46
2368,poem,2368,卷三十二,,,律詩,劉蘇州寄釀酒糯米李浙東寄楊柳枝舞衫偶因嘗酒試衫輒成長句寄謝之,,,2368,revised_jsonl_direct,2369,834,revised_jsonl,笺；喜刘苏州恩赐金紫遥想贺宴以诗庆之；酬乐天衫酒见寄；醉送李二十常侍赴镇浙东；蓝田刘明府携酎相过与皇甫郎中卯时同饮醉后赠之；房家夜宴喜雪戏赠主人；晋书；看常州柘枝赠贾使君；何处难忘酒七首,晋书,1,True,,0,False,1,8,"柳枝慢踏試雙袖
桑落初香嘗一杯
金屑醅濃吳米釀
銀泥衫穩越娃裁
舞時已覺愁眉展
醉後仍教笑口開
慚愧故人憐寂寞
三千里外寄歡來","劉蘇州寄釀酒糯米李浙東寄楊柳枝舞衫偶因嘗酒試衫輒成長句寄謝之柳枝慢踏試雙袖
桑落初香嘗一杯
金屑醅濃吳米釀
銀泥衫穩越娃裁
舞時已覺愁眉展
醉後仍教笑口開
慚愧故人憐寂寞
三千里外寄歡來",93
2369,poem,2369,卷三十二,,,律詩,詔授同州刺史病不赴任因詠所懷,,,2369,revised_jsonl_direct,2370,835,revised_jsonl,笺；旧唐书；谱；和答诗十首,,0,False,,0,False,1,16,"同州慵不去
此意復誰知
誠愛俸錢厚
其如身力衰
可憐病判案
何似醉吟詩
勞逸懸相遠
行藏決不疑
徒煩人勸諫
只合自尋思
白髮來無限
青山去有期
野心唯怕鬧
家口莫愁飢
賣却新昌宅
聊充送老資","詔授同州刺史病不赴任因詠所懷同州慵不去
此意復誰知
誠愛俸錢厚
其如身力衰
可憐病判案
何似醉吟詩
勞逸懸相遠
行藏決不疑
徒煩人勸諫
只合自尋思
白髮來無限
青山去有期
野心唯怕鬧
家口莫愁飢
賣却新昌宅
聊充送老資",109
2370,poem,2370,卷三十二,,,律詩,寄楊六侍郎,,,2370,revised_jsonl_direct,2371,835,revised_jsonl,笺；和同州杨侍郎夸柘枝见寄；晋书,晋书,1,True,,0,False,1,4,"西户最榮君好去
左馮雖穩我慵來
秋風一筯鱸魚鱠
張翰摇頭喚不迴","寄楊六侍郎西户最榮君好去
左馮雖穩我慵來
秋風一筯鱸魚鱠
張翰摇頭喚不迴",36
2371,poem,2371,卷三十二,,,律詩,韋七自太子賓客再除秘書監以長句賀而餞之,,,2371,revised_jsonl_direct,2372,835,revised_jsonl,笺；初夏闲吟兼呈韦宾客；答四皓庙；西明寺牡丹花时忆元九；因话录,,0,False,,0,False,1,8,"離筵莫愴且同歡
共賀新恩拜舊官
屈就商山伴麋鹿
好歸芸閣狎鵷鸞
落星石上蒼苔古
畫鶴廳前白露寒
老監姓名應在壁
相思試爲拂塵看","韋七自太子賓客再除秘書監以長句賀而餞之離筵莫愴且同歡
共賀新恩拜舊官
屈就商山伴麋鹿
好歸芸閣狎鵷鸞
落星石上蒼苔古
畫鶴廳前白露寒
老監姓名應在壁
相思試爲拂塵看",82
2372,poem,2372,卷三十二,,,律詩,酒熟憶皇甫十,,,2372,revised_jsonl_direct,2373,835,revised_jsonl,笺；龙门送别皇甫泽州赴任韦山人南游；和友人洛中春感；酬思黯相公见过弊居戏赠,,0,False,,0,False,1,8,"新酒此時熟
故人何日來
自從金谷别
不見玉山頽
疏索柳花盌
寂寥荷葉杯
今冬問氊帳
雪裏爲誰開","酒熟憶皇甫十新酒此時熟
故人何日來
自從金谷别
不見玉山頽
疏索柳花盌
寂寥荷葉杯
今冬問氊帳
雪裏爲誰開",53
2373,poem,2373,卷三十二,,,律詩,九年十一月二十一日感事而作,,,2373,revised_jsonl_direct,2374,835,revised_jsonl,谱；笺；咏史；香山寺石楼潭夜浴；世说新语；金谷集诗；贬南巴至鄱阳题李嘉祐江亭；咏慵；史记；神仙传；太平御览；东南行一百韵寄通州元九侍御澧州李十一舍人果州崔二十二使君开州韦大员外庾三十二补阙杜十四拾遗李二十助教员外窦七校书；自咏；诗话总龜；懒真子；游玉泉寺；左氏；列仙传；避暑录话；东坡志林；二十日独游香山感事,史记；神仙传；列仙传,3,True,,0,False,1,8,"禍福茫茫不可期
大都早退似先知
當君白首同歸日
是我青山獨往時
顧索素琴應不暇
憶牽黄犬定難追
麒麟作脯龍爲醢
何似泥中曳尾龜","九年十一月二十一日感事而作禍福茫茫不可期
大都早退似先知
當君白首同歸日
是我青山獨往時
顧索素琴應不暇
憶牽黄犬定難追
麒麟作脯龍爲醢
何似泥中曳尾龜",76
2374,poem,2374,卷三十二,,,律詩,即事重題,,,2374,revised_jsonl_direct,2375,835,revised_jsonl,谱；笺,,0,False,,0,False,1,4,"重裘煖帽寬氊履
小閣低窗深地爐
身穩心安眠未起
西京朝士得知無","即事重題重裘煖帽寬氊履
小閣低窗深地爐
身穩心安眠未起
西京朝士得知無",35
