作者规范,六帖部类,高值句数,最高相似度,平均相似度,代表诗题,代表诗句,代表六帖词条,代表六帖注文,代表相似度,total_line_count,line_p90_count,句级p90互文密度_每千句,样本规模标记,部类高值密度_每千句,部类占诗人高值比例,诗人内部类高值排名
贺知章,黍稷,1,0.754612,0.754612,唐禅社首乐章。雍和,粢盛以絜,滌粢盛,明水也。,0.754612,187,3,16.0427807486631,稳健样本,5.347593582887701,0.3333333333333333,3.0
任华,直,1,0.760956,0.760956,寄杜拾遗,只缘汲黯好直言,汲黯正直,黯，字長孺。,0.760956,188,1,5.319148936170213,小样本,5.319148936170213,1.0,1.0
李适,冨,1,0.753822,0.753822,中和节赐群臣宴赋七韵,戒之在无荒,戒之在得,,0.753822,194,2,10.309278350515465,稳健样本,5.154639175257732,0.5,1.0
李适,君臣,1,0.750845,0.750845,重阳日即事,思为君臣同,知臣莫若君,,0.750845,194,2,10.309278350515465,稳健样本,5.154639175257732,0.5,2.0
张碧,婚姻,1,0.743453,0.743453,贫女,良媒不相识,良媒,,0.743453,196,1,5.1020408163265305,稳健样本,5.1020408163265305,1.0,1.0
章碣,洞,1,0.800349,0.800349,对月,别有洞天三十六,三十六,《茅君內傳》：大天之內，有玄中之洞三十六所。第一王屋山之洞：周迴萬里，名曰小有清虛之天。第二委羽之洞：周迴萬里，名曰大有空明之天。第三西域土山之谷：周迴三千里，名曰太玄，摠真之天。第四西方玄三山之谷：周迴千里名曰三玄，極真之天。第五青城之洞：周迴三千里，名曰寶仙，九室之天。第六赤城丹山之洞：周迴三百里，名曰上酒平之天。第七羅浮山之洞：周五百里，名曰朱明，曜真之天。第八曲向山之洞：周一百五十里，名曰金壇華陽之天。第九林屋山之洞：周四百里，名曰左神幽墟之天。第十括蒼之洞：周迴三百里，名曰成德隱玄之天。凡此十洞，皆仙人靈真之陰天，內宮也，其八海之中，崑崙、蓬萊、方丈、瀛洲、滄波、白山，八停之神山，山皆有洞宮，或有方千里、五百里，非名小天之例，不在三十六天之洞數也。五嶽及名山洞室，或三十里、二十里、十里，難並合神仙之言，又非小天之數，嶽洞萬里，其岱宗山之洞，周三千里，名曰三宮空洞之天。羅酆山之洞：周一萬五千里，名曰北帝死生之天，皆死神所治五帝之官考，謫之府也。鬼神所冶，又有二十八小洞，天之陰宮，或地官所在者，不能一一記其洞山之名，略摽其大者耳。其餘有六洞：天陰宮山，皆夷狄異類，鬼所不治，犬戎鳥獸蠻裸，夷之種也。匈奴之天下：北戎之善山，南越之拘屢是也。句曲山洞宮之中：本有仙人郭四，朝者治其宮，亦司三官。領羅酆師。晨候四朝，燕人也。兄弟四人得道，四朝是長兄也。,0.800349,200,1,5.0,稳健样本,5.0,1.0,1.0
舒元舆,求仙,1,0.79497,0.79497,八月五日中部官舍读唐历天宝已来追怆故事,神仙不可求,神仙,,0.79497,204,1,4.901960784313726,小样本,4.901960784313726,1.0,1.0
窦牟,幕府,1,0.827767,0.827767,送刘公达判官赴天德军幕,特建青油幕,青油幕,,0.827767,208,1,4.807692307692308,稳健样本,4.807692307692308,1.0,1.0
綦毋潜,劍,1,0.779495,0.779495,送宋秀才,长剑倚天外,倚天,《宋玉賦》：長劍耿介倚天外。,0.779495,210,1,4.761904761904763,稳健样本,4.761904761904763,1.0,1.0
杨师道,笑,1,0.750574,0.750574,阙题,一笑千金判是轻,一笑千金,,0.750574,210,1,4.761904761904763,稳健样本,4.761904761904763,1.0,1.0
上官仪,馬,1,0.798693,0.798693,从驾闾山咏马,徒嗟塞上翁,塞上翁,失馬人弔曰：「未必不為福。俄爾馬引塞外馬歸。,0.798693,212,1,4.716981132075471,稳健样本,4.716981132075471,1.0,1.0
聂夷中,仙,2,0.815883,0.815883,相和歌辞。胡无人行,更愿生羽翼,生羽翼,,0.815883,444,2,4.504504504504505,稳健样本,4.504504504504505,1.0,1.0
柳宗元,讓功,1,0.761079,0.761079,乐府杂曲。鼓吹铙歌。铁山碎,功不可逾,功成不居,,0.761079,223,1,4.484304932735426,稳健样本,4.484304932735426,1.0,1.0
刘方平,九月九日,1,0.750441,0.750441,寄陇右严判官,九日白衣人,白衣,,0.750441,223,1,4.484304932735426,稳健样本,4.484304932735426,1.0,1.0
翁承赞,食,1,0.783571,0.783571,晨兴,旅食甘藜藿,藜藿,《七發》曰：予甘藜藿，未暇此食。,0.783571,224,1,4.464285714285714,稳健样本,4.464285714285714,1.0,1.0
于邺,奉使,1,0.787376,0.787376,书情,已过千里程,千里程,《漢舊》：儀奉璽書，使者乗馳傳，日夜千里為程也。,0.787376,244,1,4.0983606557377055,稳健样本,4.0983606557377055,1.0,1.0
杜光庭,國政,1,0.891481,0.891481,纪道德,百姓日用而不知,百姓日用而不知。,,0.891481,246,2,8.130081300813009,稳健样本,4.065040650406504,0.5,1.0
杜光庭,道教,1,0.798726,0.798726,纪道德,上士勤行而必克,上士勤行,上士聞道勤，而中之；中士聞道，若存若亡；下士聞道大笑之，不笑不足以為道。,0.798726,246,2,8.130081300813009,稳健样本,4.065040650406504,0.5,2.0
窦庠,傲慢,1,0.831326,0.831326,于阗钟歌送灵彻上人归越（钟在越灵嘉寺，从天竺飞来）,一国之人皆若狂,一國之人皆若狂。,,0.831326,251,3,11.952191235059761,稳健样本,3.9840637450199203,0.3333333333333333,1.0
窦庠,仙,1,0.769199,0.769199,金山行（润州金山寺，寺在江心）,三神山上蓬莱宫,三神山,《史記》：蓬萊、方丈、瀛洲三神山，在渤海中，莫有至者。諸仙人不死藥在焉，禽獸盡白，黃金白銀為宮闕，欲到，則風引船而去，終莫能至也。,0.769199,251,3,11.952191235059761,稳健样本,3.9840637450199203,0.3333333333333333,2.0
窦庠,竹,1,0.742665,0.742665,于阗钟歌送灵彻上人归越（钟在越灵嘉寺，从天竺飞来）,东南之美天下传,東南之美,《爾雅》曰：東南之美者，有會稽之竹箭焉。,0.742665,251,3,11.952191235059761,稳健样本,3.9840637450199203,0.3333333333333333,3.0
崔融,直,1,0.820234,0.820234,哭蒋詹事俨,汲黯言当直,汲黯正直,黯，字長孺。,0.820234,252,3,11.904761904761903,稳健样本,3.968253968253968,0.3333333333333333,2.0
尚颜,行旅,1,0.795626,0.795626,怀智栖上人,不同游子暮何之,遊子暮何之,《李陵詩》。,0.795626,270,1,3.7037037037037037,稳健样本,3.7037037037037037,1.0,1.0
张南史,賔館,1,0.7516,0.7516,独孤常州北亭,人欢倒屣迎,倒屣迎賔,王粲仲宣詣蔡邕，邕倒屣迎之，粲年少，容貌短小，既至一座盡驚曰：「王孫有異才，吾不如也。吾家書籍文章盡與之。」,0.7516,272,1,3.676470588235294,稳健样本,3.676470588235294,1.0,1.0
郑愔,降,1,0.770161,0.770161,塞外三首,须筑受降城,漢築受降城。,,0.770161,282,1,3.5460992907801416,稳健样本,3.5460992907801416,1.0,1.0
卢肇,行旅,1,0.950043,0.950043,汉堤诗,不日不月,不日不月,,0.950043,283,3,10.60070671378092,稳健样本,3.5335689045936394,0.3333333333333333,1.0
卢肇,禁暴,1,0.769429,0.769429,汉堤诗,不知其防,知防。,,0.769429,283,3,10.60070671378092,稳健样本,3.5335689045936394,0.3333333333333333,2.0
卢肇,母子,1,0.747603,0.747603,汉堤诗,母不能子,子上之母,《禮》曰：「子上之母，死而不喪。問諸？子思曰：「昔者，子之先君子喪，出母乎？」曰：「然子之不使白也。喪之何也？」子思曰：「吾先君子無所失道。道隆則從而隆，道汚則従而汚，伋則安能為伋也。妻云云。注：為禮出母期父卒，為父後者則不服,0.747603,283,3,10.60070671378092,稳健样本,3.5335689045936394,0.3333333333333333,3.0
陶翰,鷺,1,0.799606,0.799606,赠房侍御（时房公在新安）,君其振羽翮,值其振羽,《詩》：振鷺于飛，坎其擊鼓。宛丘之下，無冬無夏，值其振羽，《詩》所以剌陳幽王，游蕩無度。名爾雅一名，春鉏也。,0.799606,284,3,10.56338028169014,稳健样本,3.5211267605633805,0.3333333333333333,1.0
陶翰,御史,1,0.761108,0.761108,赠郑员外,数年侍御史,柱下史,侍御史。,0.761108,284,3,10.56338028169014,稳健样本,3.5211267605633805,0.3333333333333333,2.0
陶翰,徵聘,1,0.757705,0.757705,古塞下曲,天子不召见,不召之臣,公車詔楊秉、韋著並稱疾，不至。有司劾大不敬，正罪。周景、邊韶等議，秉以退譲為節，誠違仄席之望，然逶迤退跡，是抑苟進之風，明王之，世必有不召之臣也。,0.757705,284,3,10.56338028169014,稳健样本,3.5211267605633805,0.3333333333333333,3.0
王翰,華山,1,0.828108,0.828108,赋得明星玉女坛，送廉察尉华阴,发地削成五千仞,削成五千仞,《山海經》：「華山削成而四方，高五千仞，其廣千里。」,0.828108,295,1,3.389830508474576,稳健样本,3.389830508474576,1.0,1.0
褚亮,祭祀,1,0.741959,0.741959,享先农乐章。诚和,式崇明祀,祭祀之式,《周禮．太宰》：以九式均節財用。一曰：祭祀之式，謂財用之節度。,0.741959,295,1,3.389830508474576,稳健样本,3.389830508474576,1.0,1.0
李瀚,哭,2,0.851099,0.811885,蒙求,卞和泣玉,泣玉,卞和既刖抱玉而泣。,0.851099,600,15,25.0,小样本,3.3333333333333335,0.13333333333333333,1.0
孙元晏,相,1,0.765309,0.765309,吴。顾雍,贵为丞相封侯了,鷰頷封侯,班超詣相者曰當封侯萬里之外問其狀相者曰鷰頷虎頭飛而肉食萬里侯相後封定遠侯,0.765309,300,2,6.666666666666667,稳健样本,3.3333333333333335,0.5,1.0
孙元晏,舉薦,1,0.761395,0.761395,梁。勍敌,传闻天子重儒才,為將用儒士。,《後漢》：祭遵為將軍，取士皆用儒術。,0.761395,300,2,6.666666666666667,稳健样本,3.3333333333333335,0.5,2.0
魏徵,蒸嘗,1,0.782102,0.782102,享太庙乐章。永和,是用孝享,吉蠲為饎，是用孝享,,0.782102,304,3,9.868421052631579,稳健样本,3.289473684210526,0.3333333333333333,1.0
魏徵,日,1,0.779794,0.779794,享太庙乐章。长发舞,就日重光,重光,崔豹《古今注》曰：「漢明帝作太子樂，八歌四章，以贊太子，一曰日重光。」,0.779794,304,3,9.868421052631579,稳健样本,3.289473684210526,0.3333333333333333,2.0
魏徵,禮,1,0.774365,0.774365,享太庙乐章。雍和,礼以昭事,禮以防人,,0.774365,304,3,9.868421052631579,稳健样本,3.289473684210526,0.3333333333333333,3.0
孟云卿,性情,1,0.797548,0.797548,今别离（一作别离曲）,人生各有志,人各有心,,0.797548,306,5,16.339869281045754,稳健样本,3.2679738562091503,0.2,2.0
孟云卿,月,1,0.75687,0.75687,伤时二首（一作宋郊）,天道有亏盈,盈必毀天之道也,,0.75687,306,5,16.339869281045754,稳健样本,3.2679738562091503,0.2,3.0
孟云卿,變化,1,0.748302,0.748302,伤情,万物各有常,雖變化之多端,亦天地之常理。,0.748302,306,5,16.339869281045754,稳健样本,3.2679738562091503,0.2,4.0
灵一,儒術,1,0.743792,0.743792,远公,一朝弃儒服,儒服,漢王入彭城，叔孫通儒服降，漢王憎之，乃變服，服短衣，楚制。,0.743792,318,1,3.1446540880503147,稳健样本,3.1446540880503147,1.0,1.0
武则天,戈殳矛戟,1,0.753152,0.753152,唐明堂乐章。皇帝行,永戢干戈,載戢干戈,,0.753152,320,1,3.125,稳健样本,3.125,1.0,1.0
崔道融,寒食,1,0.824139,0.824139,春晚,三月寒食时,一月寒食,《後漢》周舉遷并州刺史，太原舊俗，以介子推焚骸一月，斷火舉移書於子推廟。云寒食一月，老小不堪，今則三日而巳。,0.824139,326,1,3.067484662576687,稳健样本,3.067484662576687,1.0,1.0
崔国辅,言語,1,0.742936,0.742936,漂母岸,时哉不敢言,似不能言,,0.742936,336,1,2.976190476190476,稳健样本,2.976190476190476,1.0,1.0
邵谒,天,1,0.832851,0.832851,送从弟长安下第南归觐亲,戴天如戴盆,戴盆,多謝悠悠子，瞻天如戴盆。,0.832851,354,4,11.299435028248588,稳健样本,2.824858757062147,0.25,1.0
邵谒,勤勞,1,0.788251,0.788251,送徐群宰望江,知食不知耕,不知稼穡之艱難,,0.788251,354,4,11.299435028248588,稳健样本,2.824858757062147,0.25,2.0
邵谒,爭,1,0.759348,0.759348,少年行,然后致得人心争,爭奪相殺，謂之人患,《禮》。,0.759348,354,4,11.299435028248588,稳健样本,2.824858757062147,0.25,3.0
邵谒,大理卿,1,0.749109,0.749109,少年行,能使天下平,天下之平,高柔，字文思。魏明時為廷尉，每曰：「廷尉，天下之平。」,0.749109,354,4,11.299435028248588,稳健样本,2.824858757062147,0.25,4.0
张谓,讓功,1,0.822471,0.822471,同孙构免官后登蓟楼,功成不相让,功成不居,,0.822471,376,2,5.319148936170213,稳健样本,2.6595744680851063,0.5,1.0
张谓,相,1,0.762988,0.762988,同孙构免官后登蓟楼,必是封侯相,鷰頷封侯,班超詣相者曰當封侯萬里之外問其狀相者曰鷰頷虎頭飛而肉食萬里侯相後封定遠侯,0.762988,376,2,5.319148936170213,稳健样本,2.6595744680851063,0.5,2.0
李乂,樓,1,0.81301,0.81301,高安公主挽歌二首,楼台十二重,十二重之制,《鮑昭詩》：鳳樓十二重。,0.81301,380,4,10.526315789473683,稳健样本,2.631578947368421,0.25,1.0
李乂,仙,1,0.780549,0.780549,次苏州,无因生羽翼,生羽翼,,0.780549,380,4,10.526315789473683,稳健样本,2.631578947368421,0.25,2.0
李乂,皇后,1,0.754551,0.754551,奉和七夕两仪殿会宴应制,桂宫明月夜,桂宮,,0.754551,380,4,10.526315789473683,稳健样本,2.631578947368421,0.25,3.0
李乂,太子,1,0.74822,0.74822,幸白鹿观应制,南山四皓谒,四皓,漢張良令太子作書與商山四皓卑辭安車請以為客,0.74822,380,4,10.526315789473683,稳健样本,2.631578947368421,0.25,4.0
李煜,馬,1,0.77529,0.77529,忆江南,车如流水马如龙,如龍,《漢書》曰：車如流水馬如龍。,0.77529,382,1,2.617801047120419,稳健样本,2.617801047120419,1.0,1.0
司马扎,節操,1,0.760998,0.760998,古边卒思归,有田不得耕,非耕不食,《後漢》：周燮有先人草廬結于岡畔，下有陂田，常肆勤以自給，非身所耕，不食也。,0.760998,384,1,2.6041666666666665,稳健样本,2.6041666666666665,1.0,1.0
崔湜,相思,1,0.754745,0.754745,登总持寺阁,故人不可见,我思故人,,0.754745,394,1,2.5380710659898473,稳健样本,2.5380710659898473,1.0,1.0
包佶,馬,1,0.755683,0.755683,酬于侍郎湖南见寄十四韵,悲宽塞上翁,塞上翁,失馬人弔曰：「未必不為福。俄爾馬引塞外馬歸。,0.755683,396,1,2.5252525252525255,稳健样本,2.5252525252525255,1.0,1.0
拾得,羊,1,0.805466,0.805466,诗,且遭豺狼逐,豺狼逐,《漢書》：譬如使豺狼逐群羊，無畏驅羊攻虎。,0.805466,422,5,11.848341232227487,小样本,2.3696682464454977,0.2,1.0
拾得,土功,1,0.784999,0.784999,诗,自量其事力,量力,,0.784999,422,5,11.848341232227487,小样本,2.3696682464454977,0.2,2.0
拾得,射,1,0.753103,0.753103,诗,后来人不知,人不知,《晉》：魏舒為後將軍，盧毓每與參佐射，常為畫籌。後遇朋人不足，以舒滿數。毓初不知其善射，容範閑雅，發無不中。舉坐莫有，敵之者。,0.753103,422,5,11.848341232227487,小样本,2.3696682464454977,0.2,3.0
拾得,醢,1,0.747152,0.747152,诗,不能得衣食,不得不食,《語》不得其醤，不食。,0.747152,422,5,11.848341232227487,小样本,2.3696682464454977,0.2,4.0
拾得,變化,1,0.742285,0.742285,诗,所以不能知,于何不有,莫究其由。,0.742285,422,5,11.848341232227487,小样本,2.3696682464454977,0.2,5.0
李华,宗族,1,0.770672,0.770672,杂诗六首,不复庇本根,本根無庇,《傳》：叔向曰：「肹聞之公族，將卑其宗族，枝葉先落，根本從而亡也。」,0.770672,424,2,4.716981132075471,稳健样本,2.3584905660377355,0.5,1.0
李华,未能為政,1,0.747421,0.747421,杂诗六首,终不得其力,不能者止。,,0.747421,424,2,4.716981132075471,稳健样本,2.3584905660377355,0.5,2.0
钱珝,名譽,1,0.747342,0.747342,江行无题一百首,行是知名物,行浮於名。,,0.747342,440,1,2.2727272727272725,小样本,2.2727272727272725,1.0,1.0
徐彦伯,鳥,1,0.809048,0.809048,拟古三首,含春向我鸣,懷春向我鳴,,0.809048,442,1,2.2624434389140275,稳健样本,2.2624434389140275,1.0,1.0
贾至,露,1,0.776567,0.776567,闲居秋怀，寄阳翟陆赞府、封丘高少府,八月白露降,立秋後五日白露降,,0.776567,453,1,2.207505518763797,稳健样本,2.207505518763797,1.0,1.0
乔知之,扇,1,0.825738,0.825738,长信宫中树,香摇五明扇,五明扇,崔豹《古今注》曰：「舜廣視聽求賢人，以自輔作五明扇。,0.825738,462,1,2.1645021645021645,稳健样本,2.1645021645021645,1.0,1.0
萧颖士,美人,1,0.79934,0.79934,菊荣一篇五章,彼美淑人,彼美,淑姬。見上注。,0.79934,466,4,8.583690987124463,稳健样本,2.1459227467811157,0.25,1.0
萧颖士,貧,1,0.792501,0.792501,江有枫一篇十章,君子居焉,君子居,《易》以俟命。,0.792501,466,4,8.583690987124463,稳健样本,2.1459227467811157,0.25,2.0
萧颖士,對見,1,0.776433,0.776433,江有归舟三章,扬于王庭,揚于王庭。,,0.776433,466,4,8.583690987124463,稳健样本,2.1459227467811157,0.25,3.0
萧颖士,言語,1,0.767724,0.767724,菊荣一篇五章,诗人有言,發言為詩,,0.767724,466,4,8.583690987124463,稳健样本,2.1459227467811157,0.25,4.0
杨炯,菊,1,0.794711,0.794711,和酬虢州李司法,菊花宜泛酒,菊花酒,費長房謂桓景：「九月九日可登高，飲菊花酒以消災。,0.794711,470,1,2.127659574468085,稳健样本,2.127659574468085,1.0,1.0
于濆,衣服,1,0.85755,0.85755,野蚕,化为寒者衣,寒者衣之,,0.85755,486,1,2.05761316872428,稳健样本,2.05761316872428,1.0,1.0
元结,天,3,0.787192,0.78719205,补乐歌十首。九渊,孰知其然,焉知,裨灶焉知天道。,0.787192,1486,12,8.075370121130552,大样本,2.018842530282638,0.25,1.0
杜审言,忠,1,0.787016,0.787016,泛舟送郑卿入京,恩追社稷臣,社稷臣,漢文帝目送絳侯曰：「社稷臣袁盎。」曰：「功臣非社稷臣也。社稷臣者，主存與存，主亡與亡。諸呂用事，絳侯為太尉，本柄不正，共誅諸呂，適會功成。故曰功臣。」,0.787016,516,1,1.937984496124031,稳健样本,1.937984496124031,1.0,1.0
章孝标,勸學,1,0.750107,0.750107,上西川王尚书,人人入蜀谒文翁,文翁化蜀,,0.750107,530,1,1.8867924528301887,大样本,1.8867924528301887,1.0,1.0
郎士元,鳥,1,0.792346,0.792346,题刘相公三湘图,飞鸟不知倦,鳥倦飛而知還,,0.792346,539,1,1.8552875695732838,大样本,1.8552875695732838,1.0,1.0
王贞白,宴,1,0.772105,0.772105,少年行二首,游宴不知厌,終宴不知疲,《文選》。,0.772105,589,1,1.697792869269949,大样本,1.697792869269949,1.0,1.0
杨衡,美人,1,0.822758,0.822758,赋得夜雨滴空阶送魏秀才,况有人如玉,如玉,有佳人，美者顔如玉,0.822758,596,1,1.6778523489932886,大样本,1.6778523489932886,1.0,1.0
李瀚,信,1,0.921941,0.921941,蒙求,耿恭拜井,耿恭拜井,《後漢》：耿恭，字伯宗。守疎勒城，城中無水，穿井十丈，無水，恭整衣冠，拜井，泉涌出。,0.921941,600,15,25.0,小样本,1.6666666666666667,0.06666666666666667,2.0
李瀚,筆硯,1,0.905781,0.905781,蒙求,蒙恬制笔,蒙恬之制,《博物志》：秦蒙恬制筆。,0.905781,600,15,25.0,小样本,1.6666666666666667,0.06666666666666667,3.0
李瀚,忠,1,0.864556,0.864556,蒙求,子囊城郢,子囊城郢,子囊將死，遺言謂子庚曰：「必進思君子。」謂子嚢将死，不忘衛社稷，可謂不忠乎！,0.864556,600,15,25.0,小样本,1.6666666666666667,0.06666666666666667,4.0
李瀚,嘯,1,0.856695,0.856695,蒙求,成瑨坐啸,成瑨坐嘯,成瑨為南陽太守，委任功曹岑晊。人語曰：「南陽太守岑公孝，弘農成瑨但坐嘯。,0.856695,600,15,25.0,小样本,1.6666666666666667,0.06666666666666667,5.0
李瀚,報德,1,0.833841,0.833841,蒙求,渊客泣珠,客泣珠,泉客宿將去。泣珠於盤以酬主人。,0.833841,600,15,25.0,小样本,1.6666666666666667,0.06666666666666667,6.0
李瀚,琴,1,0.829261,0.829261,蒙求,蔡琰辨琴,蔡琰辨斷絃,事具“知音”門。,0.829261,600,15,25.0,小样本,1.6666666666666667,0.06666666666666667,7.0
